kind,N,best_T,best_median_ms
almost_sorted,29100,5,0.0
almost_sorted,29200,5,0.0
almost_sorted,29300,5,0.0
almost_sorted,29400,5,0.0
almost_sorted,29500,5,0.0
almost_sorted,29600,5,0.0
almost_sorted,29700,5,0.0
almost_sorted,29800,5,0.0
almost_sorted,29900,5,0.0
almost_sorted,30000,5,0.0
almost_sorted,30100,5,0.0
almost_sorted,30200,5,0.0
almost_sorted,30300,5,0.0
almost_sorted,30400,5,0.0
almost_sorted,30500,5,0.0
almost_sorted,30600,5,0.0
almost_sorted,30700,5,0.0
almost_sorted,30800,5,0.0
almost_sorted,30900,5,0.0
almost_sorted,31000,5,0.0
almost_sorted,31100,5,0.0
almost_sorted,31200,5,0.0
almost_sorted,31300,5,0.0
almost_sorted,31400,5,0.0
almost_sorted,31500,5,0.0
almost_sorted,31600,5,0.0
almost_sorted,31700,5,0.0
almost_sorted,31800,5,0.0
almost_sorted,31900,5,0.0
almost_sorted,32000,5,0.0
almost_sorted,32100,5,0.0
almost_sorted,32200,5,0.0
almost_sorted,32300,5,0.0
almost_sorted,32400,5,0.0
almost_sorted,32500,5,0.0
almost_sorted,32600,5,0.0
almost_sorted,32700,5,0.0
almost_sorted,32800,5,0.0
almost_sorted,32900,5,0.0
almost_sorted,33000,5,0.0
almost_sorted,33100,5,0.0
almost_sorted,33200,5,0.0
almost_sorted,33300,5,0.0
almost_sorted,33400,5,0.0
almost_sorted,33500,5,0.0
almost_sorted,33600,5,0.0
almost_sorted,33700,5,0.0
almost_sorted,33800,5,0.0
almost_sorted,33900,5,0.0
almost_sorted,34000,5,0.0
almost_sorted,34100,5,0.0
almost_sorted,34200,5,0.0
almost_sorted,34300,5,0.0
almost_sorted,34400,5,0.0
almost_sorted,34500,5,0.0
almost_sorted,34600,5,0.0
almost_sorted,34700,5,0.0
almost_sorted,34800,5,0.0
almost_sorted,34900,5,0.0
almost_sorted,35000,5,0.0
almost_sorted,35100,5,0.0
almost_sorted,35200,5,0.0
almost_sorted,35300,5,0.0
almost_sorted,35400,5,0.0
almost_sorted,35500,5,0.0
almost_sorted,35600,5,0.0
almost_sorted,35700,5,0.0
almost_sorted,35800,5,0.0
almost_sorted,35900,5,0.0
almost_sorted,36000,5,0.0
almost_sorted,36100,5,0.0
almost_sorted,36200,5,0.0
almost_sorted,36300,5,0.0
almost_sorted,36400,5,0.0
almost_sorted,36500,5,0.0
almost_sorted,36600,5,0.0
almost_sorted,36700,5,0.0
almost_sorted,36800,5,0.0
almost_sorted,36900,5,0.0
almost_sorted,37000,5,0.0
almost_sorted,37100,5,0.0
almost_sorted,37200,5,0.0
almost_sorted,37300,5,0.0
almost_sorted,37400,5,0.0
almost_sorted,37500,5,0.0
almost_sorted,37600,5,0.0
almost_sorted,37700,5,0.0
almost_sorted,37800,5,0.0
almost_sorted,37900,5,0.0
almost_sorted,38000,5,0.0
almost_sorted,38100,5,0.0
almost_sorted,38200,5,0.0
almost_sorted,38300,5,0.0
almost_sorted,38400,5,0.0
almost_sorted,38500,5,0.0
almost_sorted,38600,5,0.0
almost_sorted,38700,5,0.0
almost_sorted,38800,5,0.0
almost_sorted,38900,5,0.0
almost_sorted,39000,5,0.0
almost_sorted,39100,5,0.0
almost_sorted,39200,5,0.0
almost_sorted,39300,5,0.0
almost_sorted,39400,5,0.0
almost_sorted,39500,5,0.0
almost_sorted,39600,5,0.0
almost_sorted,39700,5,0.0
almost_sorted,39800,5,0.0
almost_sorted,39900,5,0.0
almost_sorted,40000,5,0.0
almost_sorted,40100,5,0.0
almost_sorted,40200,5,0.0
almost_sorted,40300,5,0.0
almost_sorted,40400,5,0.0
almost_sorted,40500,5,0.0
almost_sorted,40600,5,0.0
almost_sorted,40700,5,0.0
almost_sorted,40800,5,0.0
almost_sorted,40900,5,0.0
almost_sorted,41000,5,0.0
almost_sorted,41100,5,0.0
almost_sorted,41200,5,0.0
almost_sorted,41300,5,0.0
almost_sorted,41400,5,0.0
almost_sorted,41500,5,0.0
almost_sorted,41600,5,0.0
almost_sorted,41700,5,0.0
almost_sorted,41800,5,0.0
almost_sorted,41900,5,0.0
almost_sorted,42000,5,0.0
almost_sorted,42100,5,0.0
almost_sorted,42200,5,0.0
almost_sorted,42300,5,0.0
almost_sorted,42400,5,0.0
almost_sorted,42500,5,0.0
almost_sorted,42600,5,0.0
almost_sorted,42700,5,0.0
almost_sorted,42800,5,0.0
almost_sorted,42900,5,0.0
almost_sorted,43000,5,0.0
almost_sorted,43100,5,0.0
almost_sorted,43200,5,0.0
almost_sorted,43300,5,0.0
almost_sorted,43400,5,0.0
almost_sorted,43500,5,0.0
almost_sorted,43600,5,0.0
almost_sorted,43700,5,0.0
almost_sorted,43800,5,0.0
almost_sorted,43900,5,0.0
almost_sorted,44000,5,0.0
almost_sorted,44100,5,0.0
almost_sorted,44200,5,0.0
almost_sorted,44300,5,0.0
almost_sorted,44400,5,0.0
almost_sorted,44500,5,0.0
almost_sorted,44600,5,0.0
almost_sorted,44700,5,0.0
almost_sorted,44800,5,0.0
almost_sorted,44900,5,0.0
almost_sorted,45000,5,0.0
almost_sorted,45100,5,0.0
almost_sorted,45200,5,0.0
almost_sorted,45300,5,0.0
almost_sorted,45400,5,0.0
almost_sorted,45500,5,0.0
almost_sorted,45600,10,0.0
almost_sorted,45700,5,0.0
almost_sorted,45800,5,0.0
almost_sorted,45900,5,0.0
almost_sorted,46000,5,0.0
almost_sorted,46100,5,0.0
almost_sorted,46200,5,0.0
almost_sorted,46300,5,0.0
almost_sorted,46400,5,0.0
almost_sorted,46500,5,0.0
almost_sorted,46600,5,0.0
almost_sorted,46700,5,0.0
almost_sorted,46800,5,0.0
almost_sorted,46900,5,0.0
almost_sorted,47000,5,0.0
almost_sorted,47100,5,0.0
almost_sorted,47200,5,0.0
almost_sorted,47300,5,0.0
almost_sorted,47400,5,0.0
almost_sorted,47500,5,0.0
almost_sorted,47600,5,0.0
almost_sorted,47700,5,0.0
almost_sorted,47800,5,0.0
almost_sorted,47900,5,0.0
almost_sorted,48000,5,0.0
almost_sorted,48100,5,0.0
almost_sorted,48200,10,0.0
almost_sorted,48300,5,0.0
almost_sorted,48400,5,0.0
almost_sorted,48500,10,0.0
almost_sorted,48600,5,0.0
almost_sorted,48700,5,0.0
almost_sorted,48800,5,0.0
almost_sorted,48900,5,0.0
almost_sorted,49000,5,0.0
almost_sorted,49100,5,0.0
almost_sorted,49200,5,0.0
almost_sorted,49300,5,0.0
almost_sorted,49400,5,0.0
almost_sorted,49500,5,0.0
almost_sorted,49600,5,0.0
almost_sorted,49700,5,0.0
almost_sorted,49800,5,0.0
almost_sorted,49900,5,0.0
almost_sorted,50000,5,0.0
almost_sorted,50100,5,0.0
almost_sorted,50200,5,0.0
almost_sorted,50300,5,0.0
almost_sorted,50400,5,0.0
almost_sorted,50500,5,0.0
almost_sorted,50600,5,0.0
almost_sorted,50700,5,0.0
almost_sorted,50800,5,0.0
almost_sorted,50900,5,0.0
almost_sorted,51000,5,0.0
almost_sorted,51100,5,0.0
almost_sorted,51200,5,0.0
almost_sorted,51300,5,0.0
almost_sorted,51400,5,0.0
almost_sorted,51500,5,0.0
almost_sorted,51600,5,0.0
almost_sorted,51700,5,0.0
almost_sorted,51800,5,0.0
almost_sorted,51900,5,0.0
almost_sorted,52000,5,0.0
almost_sorted,52100,5,0.0
almost_sorted,52200,5,0.0
almost_sorted,52300,5,0.0
almost_sorted,52400,5,0.0
almost_sorted,52500,5,0.0
almost_sorted,52600,5,0.0
almost_sorted,52700,5,0.0
almost_sorted,52800,5,0.0
almost_sorted,52900,5,0.0
almost_sorted,53000,5,0.0
almost_sorted,53100,5,0.0
almost_sorted,53200,5,0.0
almost_sorted,53300,5,0.0
almost_sorted,53400,5,0.0
almost_sorted,53500,5,0.0
almost_sorted,53600,30,0.0
almost_sorted,53700,5,0.0
almost_sorted,53800,5,0.0
almost_sorted,53900,5,0.0
almost_sorted,54000,5,0.0
almost_sorted,54100,5,0.0
almost_sorted,54200,10,0.0
almost_sorted,54300,10,0.0
almost_sorted,54400,5,0.0
almost_sorted,54500,5,0.0
almost_sorted,54600,5,0.0
almost_sorted,54700,5,0.0
almost_sorted,54800,5,0.0
almost_sorted,54900,5,0.0
almost_sorted,55000,5,0.0
almost_sorted,55100,5,0.0
almost_sorted,55200,5,0.0
almost_sorted,55300,10,0.0
almost_sorted,55400,5,0.0
almost_sorted,55500,5,0.0
almost_sorted,55600,5,0.0
almost_sorted,55700,5,0.0
almost_sorted,55800,5,0.0
almost_sorted,55900,5,0.0
almost_sorted,56000,5,0.0
almost_sorted,56100,5,0.0
almost_sorted,56200,5,0.0
almost_sorted,56300,5,0.0
almost_sorted,56400,5,0.0
almost_sorted,56500,5,0.0
almost_sorted,56600,5,0.0
almost_sorted,56700,5,0.0
almost_sorted,56800,10,0.0
almost_sorted,56900,5,0.0
almost_sorted,57000,5,0.0
almost_sorted,57100,5,0.0
almost_sorted,57200,5,0.0
almost_sorted,57300,5,0.0
almost_sorted,57400,5,0.0
almost_sorted,57500,5,0.0
almost_sorted,57600,5,0.0
almost_sorted,57700,5,0.0
almost_sorted,57800,50,0.0
almost_sorted,57900,5,0.0
almost_sorted,58000,10,0.0
almost_sorted,58100,5,0.0
almost_sorted,58200,5,0.0
almost_sorted,58300,5,0.0
almost_sorted,58400,5,0.0
almost_sorted,58500,10,0.0
almost_sorted,58600,5,0.0
almost_sorted,58700,5,0.0
almost_sorted,58800,5,0.0
almost_sorted,58900,5,0.0
almost_sorted,59000,5,0.0
almost_sorted,59100,5,0.0
almost_sorted,59200,5,0.0
almost_sorted,59300,5,0.0
almost_sorted,59400,10,0.0
almost_sorted,59500,5,0.0
almost_sorted,59600,5,0.0
almost_sorted,59700,5,0.0
almost_sorted,59800,5,0.0
almost_sorted,59900,5,0.0
almost_sorted,60000,5,0.0
almost_sorted,60100,5,0.0
almost_sorted,60200,5,0.0
almost_sorted,60300,5,0.0
almost_sorted,60400,5,0.0
almost_sorted,60500,5,0.0
almost_sorted,60600,5,0.0
almost_sorted,60700,5,0.0
almost_sorted,60800,5,0.0
almost_sorted,60900,5,0.0
almost_sorted,61000,5,0.0
almost_sorted,61100,5,0.0
almost_sorted,61200,5,0.0
almost_sorted,61300,5,0.0
almost_sorted,61400,5,0.0
almost_sorted,61500,5,0.0
almost_sorted,61600,5,0.0
almost_sorted,61700,5,0.0
almost_sorted,61800,5,0.0
almost_sorted,61900,5,0.0
almost_sorted,62000,20,0.0
almost_sorted,62100,5,0.0
almost_sorted,62200,5,0.0
almost_sorted,62300,5,0.0
almost_sorted,62400,5,0.0
almost_sorted,62500,5,0.0
almost_sorted,62600,5,0.0
almost_sorted,62700,5,0.0
almost_sorted,62800,5,0.0
almost_sorted,62900,5,0.0
almost_sorted,63000,5,0.0
almost_sorted,63100,5,0.0
almost_sorted,63200,5,0.0
almost_sorted,63300,5,0.0
almost_sorted,63400,5,0.0
almost_sorted,63500,5,0.0
almost_sorted,63600,5,0.0
almost_sorted,63700,5,0.0
almost_sorted,63800,5,0.0
almost_sorted,63900,5,0.0
almost_sorted,64000,5,0.0
almost_sorted,64100,5,0.0
almost_sorted,64200,5,0.0
almost_sorted,64300,5,0.0
almost_sorted,64400,5,0.0
almost_sorted,64500,5,0.0
almost_sorted,64600,5,0.0
almost_sorted,64700,5,0.0
almost_sorted,64800,5,0.0
almost_sorted,64900,5,0.0
almost_sorted,65000,5,0.0
almost_sorted,65100,5,0.0
almost_sorted,65200,5,0.0
almost_sorted,65300,5,0.0
almost_sorted,65400,5,0.0
almost_sorted,65500,5,0.0
almost_sorted,65600,5,0.0
almost_sorted,65700,5,0.0
almost_sorted,65800,5,0.0
almost_sorted,65900,5,0.0
almost_sorted,66000,5,0.0
almost_sorted,66100,5,0.0
almost_sorted,66200,5,0.0
almost_sorted,66300,5,0.0
almost_sorted,66400,5,0.0
almost_sorted,66500,5,0.0
almost_sorted,66600,5,0.0
almost_sorted,66700,5,0.0
almost_sorted,66800,5,0.0
almost_sorted,66900,5,0.0
almost_sorted,67000,5,0.0
almost_sorted,67100,5,0.0
almost_sorted,67200,5,0.0
almost_sorted,67300,5,0.0
almost_sorted,67400,5,0.0
almost_sorted,67500,5,0.0
almost_sorted,67600,5,0.0
almost_sorted,67700,5,0.0
almost_sorted,67800,5,0.0
almost_sorted,67900,5,0.0
almost_sorted,68000,5,0.0
almost_sorted,68100,5,0.0
almost_sorted,68200,5,0.0
almost_sorted,68300,5,0.0
almost_sorted,68400,5,0.0
almost_sorted,68500,5,0.0
almost_sorted,68600,5,0.0
almost_sorted,68700,5,0.0
almost_sorted,68800,5,0.0
almost_sorted,68900,5,0.0
almost_sorted,69000,5,0.0
almost_sorted,69100,5,0.0
almost_sorted,69200,5,0.0
almost_sorted,69300,5,0.0
almost_sorted,69400,5,0.0
almost_sorted,69500,5,0.0
almost_sorted,69600,5,0.0
almost_sorted,69700,5,0.0
almost_sorted,69800,20,0.0
almost_sorted,69900,50,0.0
almost_sorted,70000,5,0.0
almost_sorted,70100,5,0.0
almost_sorted,70200,5,0.0
almost_sorted,70300,5,0.0
almost_sorted,70400,5,0.0
almost_sorted,70500,5,0.0
almost_sorted,70600,5,0.0
almost_sorted,70700,5,0.0
almost_sorted,70800,5,0.0
almost_sorted,70900,5,0.0
almost_sorted,71000,5,0.0
almost_sorted,71100,5,0.0
almost_sorted,71200,5,0.0
almost_sorted,71300,5,0.0
almost_sorted,71400,5,0.0
almost_sorted,71500,5,0.0
almost_sorted,71600,5,0.0
almost_sorted,71700,5,0.0
almost_sorted,71800,5,0.0
almost_sorted,71900,5,0.0
almost_sorted,72000,5,0.0
almost_sorted,72100,5,0.0
almost_sorted,72200,5,0.0
almost_sorted,72300,5,0.0
almost_sorted,72400,10,0.0
almost_sorted,72500,5,0.0
almost_sorted,72600,5,0.0
almost_sorted,72700,5,0.0
almost_sorted,72800,5,0.0
almost_sorted,72900,5,0.0
almost_sorted,73000,5,0.0
almost_sorted,73100,5,0.0
almost_sorted,73200,5,0.0
almost_sorted,73300,5,0.0
almost_sorted,73400,5,0.0
almost_sorted,73500,5,0.0
almost_sorted,73600,5,0.0
almost_sorted,73700,5,0.0
almost_sorted,73800,5,0.0
almost_sorted,73900,5,0.0
almost_sorted,74000,5,0.0
almost_sorted,74100,5,0.0
almost_sorted,74200,5,0.0
almost_sorted,74300,20,0.0
almost_sorted,74400,5,0.0
almost_sorted,74500,5,0.0
almost_sorted,74600,5,0.0
almost_sorted,74700,5,0.0
almost_sorted,74800,5,0.0
almost_sorted,74900,5,0.0
almost_sorted,75000,10,0.0
almost_sorted,75100,5,0.0
almost_sorted,75200,5,0.0
almost_sorted,75300,5,0.0
almost_sorted,75400,5,0.0
almost_sorted,75500,5,0.0
almost_sorted,75600,5,0.0
almost_sorted,75700,5,0.0
almost_sorted,75800,5,0.0
almost_sorted,75900,5,0.0
almost_sorted,76000,10,0.0
almost_sorted,76100,5,0.0
almost_sorted,76200,5,0.0
almost_sorted,76300,5,0.0
almost_sorted,76400,5,0.0
almost_sorted,76500,5,0.0
almost_sorted,76600,5,0.0
almost_sorted,76700,5,0.0
almost_sorted,76800,5,0.0
almost_sorted,76900,5,0.0
almost_sorted,77000,5,0.0
almost_sorted,77100,5,0.0
almost_sorted,77200,5,0.0
almost_sorted,77300,5,0.0
almost_sorted,77400,5,0.0
almost_sorted,77500,5,0.0
almost_sorted,77600,20,0.0
almost_sorted,77700,5,0.0
almost_sorted,77800,5,0.0
almost_sorted,77900,5,0.0
almost_sorted,78000,5,0.0
almost_sorted,78100,5,0.0
almost_sorted,78200,10,0.0
almost_sorted,78300,5,0.0
almost_sorted,78400,5,0.0
almost_sorted,78500,5,0.0
almost_sorted,78600,10,0.0
almost_sorted,78700,5,0.0
almost_sorted,78800,5,0.0
almost_sorted,78900,10,0.0
almost_sorted,79000,5,0.0
almost_sorted,79100,10,0.0
almost_sorted,79200,5,0.0
almost_sorted,79300,5,0.0
almost_sorted,79400,5,0.0
almost_sorted,79500,5,0.0
almost_sorted,79600,5,0.0
almost_sorted,79700,5,0.0
almost_sorted,79800,5,0.0
almost_sorted,79900,5,0.0
almost_sorted,80000,10,0.0
almost_sorted,80100,5,0.0
almost_sorted,80200,10,0.0
almost_sorted,80300,5,0.0
almost_sorted,80400,10,0.0
almost_sorted,80500,5,0.0
almost_sorted,80600,10,0.0
almost_sorted,80700,5,0.0
almost_sorted,80800,10,0.0
almost_sorted,80900,5,0.0
almost_sorted,81000,5,0.0
almost_sorted,81100,10,0.0
almost_sorted,81200,5,0.0
almost_sorted,81300,5,0.0
almost_sorted,81400,5,0.0
almost_sorted,81500,10,0.0
almost_sorted,81600,5,0.0
almost_sorted,81700,5,0.0
almost_sorted,81800,5,0.0
almost_sorted,81900,5,0.0
almost_sorted,82000,5,0.0
almost_sorted,82100,10,0.0
almost_sorted,82200,5,0.0
almost_sorted,82300,30,0.0
almost_sorted,82400,5,0.0
almost_sorted,82500,10,0.0
almost_sorted,82600,10,0.0
almost_sorted,82700,10,0.0
almost_sorted,82800,20,0.0
almost_sorted,82900,10,0.0
almost_sorted,83000,10,0.0
almost_sorted,83100,10,0.0
almost_sorted,83200,20,0.0
almost_sorted,83300,30,0.0
almost_sorted,83400,10,0.0
almost_sorted,83500,20,0.0
almost_sorted,83600,5,1.0
almost_sorted,83700,5,1.0
almost_sorted,83800,50,0.0
almost_sorted,83900,5,1.0
almost_sorted,84000,5,1.0
almost_sorted,84100,50,0.0
almost_sorted,84200,5,1.0
almost_sorted,84300,5,1.0
almost_sorted,84400,5,1.0
almost_sorted,84500,10,1.0
almost_sorted,84600,5,1.0
almost_sorted,84700,5,1.0
almost_sorted,84800,5,1.0
almost_sorted,84900,5,1.0
almost_sorted,85000,5,1.0
almost_sorted,85100,5,1.0
almost_sorted,85200,5,1.0
almost_sorted,85300,5,1.0
almost_sorted,85400,5,1.0
almost_sorted,85500,5,1.0
almost_sorted,85600,5,1.0
almost_sorted,85700,5,1.0
almost_sorted,85800,5,1.0
almost_sorted,85900,5,1.0
almost_sorted,86000,5,1.0
almost_sorted,86100,5,1.0
almost_sorted,86200,5,1.0
almost_sorted,86300,10,1.0
almost_sorted,86400,5,1.0
almost_sorted,86500,5,1.0
almost_sorted,86600,5,1.0
almost_sorted,86700,5,1.0
almost_sorted,86800,5,1.0
almost_sorted,86900,5,1.0
almost_sorted,87000,5,1.0
almost_sorted,87100,10,1.0
almost_sorted,87200,5,1.0
almost_sorted,87300,5,1.0
almost_sorted,87400,5,1.0
almost_sorted,87500,5,1.0
