N,median,p05,p95,count
24000,1.0,1.0,1.0,7
24100,1.0,1.0,1.0,7
24200,1.0,1.0,1.0,7
24300,1.0,1.0,1.0,7
24400,1.0,1.0,1.0,7
24500,1.0,1.0,1.0,7
24600,1.0,1.0,1.0,7
24700,1.0,1.0,1.0,7
24800,1.0,1.0,1.0,7
24900,1.0,1.0,1.0,7
25000,1.0,1.0,1.0,7
25100,1.0,1.0,1.0,7
25200,1.0,1.0,1.0,7
25300,1.0,1.0,1.0,7
25400,1.0,1.0,1.0,7
25500,1.0,1.0,1.0,7
25600,1.0,1.0,1.0,7
25700,1.0,1.0,1.0,7
25800,1.0,1.0,1.0,7
25900,1.0,1.0,1.0,7
26000,1.0,1.0,1.0,7
26100,1.0,1.0,1.0,7
26200,1.0,1.0,1.0,7
26300,1.0,1.0,1.0,7
26400,1.0,1.0,1.0,7
26500,1.0,1.0,1.0,7
26600,1.0,1.0,1.0,7
26700,1.0,1.0,1.0,7
26800,1.0,1.0,1.0,7
26900,1.0,1.0,1.0,7
27000,1.0,1.0,1.0,7
27100,1.0,1.0,1.0,7
27200,1.0,1.0,1.0,7
27300,1.0,1.0,1.0,7
27400,1.0,1.0,1.0,7
27500,1.0,1.0,1.0,7
27600,1.0,1.0,1.0,7
27700,1.0,1.0,1.0,7
27800,1.0,1.0,1.0,7
27900,1.0,1.0,1.0,7
28000,1.0,1.0,1.0,7
28100,1.0,1.0,1.0,7
28200,1.0,1.0,1.0,7
28300,1.0,1.0,1.0,7
28400,1.0,1.0,1.0,7
28500,1.0,1.0,1.0,7
28600,1.0,1.0,1.0,7
28700,1.0,1.0,1.0,7
28800,1.0,1.0,1.0,7
28900,1.0,1.0,1.0,7
29000,1.0,1.0,1.0,7
29100,1.0,1.0,1.0,7
29200,1.0,1.0,1.0,7
29300,1.0,1.0,1.0,7
29400,1.0,1.0,1.0,7
29500,1.0,1.0,1.0,7
29600,1.0,1.0,1.0,7
29700,1.0,1.0,1.0,7
29800,1.0,1.0,1.0,7
29900,1.0,1.0,1.0,7
30000,1.0,1.0,1.0,7
30100,1.0,1.0,1.0,7
30200,1.0,1.0,1.0,7
30300,1.0,1.0,1.0,7
30400,1.0,1.0,1.6999999999999993,7
30500,1.0,1.0,1.0,7
30600,1.0,1.0,1.6999999999999993,7
30700,1.0,1.0,1.0,7
30800,1.0,1.0,1.0,7
30900,1.0,1.0,1.0,7
31000,1.0,1.0,1.0,7
31100,1.0,1.0,1.0,7
31200,1.0,1.0,1.0,7
31300,1.0,1.0,1.0,7
31400,1.0,1.0,1.0,7
31500,1.0,1.0,1.0,7
31600,1.0,1.0,1.0,7
31700,1.0,1.0,1.0,7
31800,1.0,1.0,1.0,7
31900,1.0,1.0,1.0,7
32000,1.0,1.0,1.0,7
32100,1.0,1.0,1.0,7
32200,1.0,1.0,1.6999999999999993,7
32300,1.0,1.0,1.0,7
32400,1.0,1.0,1.0,7
32500,1.0,1.0,1.0,7
32600,1.0,1.0,1.0,7
32700,1.0,1.0,1.0,7
32800,1.0,1.0,1.0,7
32900,1.0,1.0,1.0,7
33000,1.0,1.0,1.6999999999999993,7
33100,1.0,1.0,2.0,7
33200,1.0,1.0,1.0,7
33300,1.0,1.0,1.0,7
33400,1.0,1.0,1.0,7
33500,1.0,1.0,1.0,7
33600,1.0,1.0,1.6999999999999993,7
33700,1.0,1.0,1.0,7
33800,1.0,1.0,1.0,7
33900,1.0,1.0,2.0,7
34000,2.0,1.0,2.0,7
34100,2.0,2.0,2.0,7
34200,2.0,2.0,2.0,7
34300,2.0,2.0,2.0,7
34400,2.0,2.0,2.0,7
34500,2.0,2.0,2.0,7
34600,2.0,2.0,2.0,7
34700,2.0,2.0,2.0,7
34800,2.0,2.0,2.0,7
34900,2.0,2.0,2.0,7
35000,2.0,2.0,2.0,7
35100,2.0,2.0,2.0,7
35200,2.0,2.0,2.0,7
35300,2.0,2.0,2.0,7
35400,2.0,2.0,2.0,7
35500,2.0,2.0,2.0,7
35600,2.0,2.0,2.0,7
35700,2.0,2.0,2.0,7
35800,2.0,2.0,2.0,7
35900,2.0,2.0,2.0,7
36000,2.0,2.0,2.0,7
36100,2.0,2.0,2.0,7
36200,2.0,2.0,2.0,7
36300,2.0,2.0,2.0,7
36400,2.0,2.0,2.0,7
36500,2.0,2.0,2.0,7
36600,2.0,2.0,2.0,7
36700,2.0,2.0,2.0,7
36800,2.0,2.0,2.0,7
36900,2.0,2.0,2.0,7
37000,2.0,2.0,2.0,7
37100,2.0,2.0,2.0,7
37200,2.0,2.0,2.0,7
37300,2.0,2.0,2.0,7
37400,2.0,2.0,2.0,7
37500,2.0,2.0,2.0,7
37600,2.0,2.0,2.0,7
37700,2.0,2.0,2.0,7
37800,2.0,2.0,2.0,7
37900,2.0,2.0,2.0,7
38000,2.0,2.0,2.0,7
38100,2.0,2.0,2.0,7
38200,2.0,2.0,2.0,7
38300,2.0,2.0,2.0,7
38400,2.0,2.0,2.0,7
38500,2.0,2.0,2.0,7
38600,2.0,2.0,2.0,7
38700,2.0,2.0,2.0,7
38800,2.0,2.0,2.0,7
38900,2.0,2.0,2.0,7
39000,2.0,2.0,2.0,7
39100,2.0,2.0,2.0,7
39200,2.0,2.0,2.0,7
39300,2.0,2.0,2.0,7
39400,2.0,2.0,2.0,7
39500,2.0,2.0,2.0,7
39600,2.0,2.0,2.0,7
39700,2.0,2.0,2.0,7
39800,2.0,2.0,2.0,7
39900,2.0,2.0,2.0,7
40000,2.0,2.0,2.0,7
40100,2.0,2.0,2.0,7
40200,2.0,2.0,2.0,7
40300,2.0,2.0,2.0,7
40400,2.0,2.0,2.0,7
40500,2.0,2.0,2.0,7
40600,2.0,2.0,2.0,7
40700,2.0,2.0,2.0,7
40800,2.0,2.0,2.0,7
40900,2.0,2.0,2.0,7
41000,2.0,2.0,2.0,7
41100,2.0,2.0,2.0,7
41200,2.0,2.0,2.0,7
41300,2.0,2.0,2.0,7
41400,2.0,2.0,2.0,7
41500,2.0,2.0,2.0,7
41600,2.0,2.0,2.0,7
41700,2.0,2.0,2.0,7
41800,2.0,2.0,2.0,7
41900,2.0,2.0,2.0,7
42000,2.0,2.0,2.0,7
42100,2.0,2.0,2.0,7
42200,2.0,2.0,2.0,7
42300,2.0,2.0,2.0,7
42400,2.0,2.0,2.0,7
42500,2.0,2.0,2.0,7
42600,2.0,2.0,2.0,7
42700,2.0,2.0,2.0,7
42800,2.0,2.0,2.6999999999999993,7
42900,2.0,2.0,2.0,7
43000,2.0,2.0,2.0,7
43100,2.0,2.0,2.0,7
43200,2.0,2.0,2.0,7
43300,2.0,2.0,2.0,7
43400,2.0,2.0,2.0,7
43500,2.0,2.0,2.0,7
43600,2.0,2.0,2.6999999999999993,7
43700,2.0,2.0,2.6999999999999993,7
43800,2.0,2.0,2.0,7
43900,2.0,2.0,2.0,7
44000,2.0,2.0,2.0,7
44100,2.0,2.0,2.0,7
44200,3.0,2.0,3.0,7
44300,2.0,2.0,2.0,7
44400,2.0,2.0,2.0,7
44500,2.0,2.0,2.0,7
44600,2.0,2.0,2.0,7
44700,2.0,2.0,3.0,7
44800,2.0,2.0,2.0,7
44900,2.0,2.0,2.0,7
45000,2.0,2.0,2.0,7
45100,2.0,2.0,2.0,7
45200,2.0,2.0,2.0,7
45300,2.0,2.0,2.0,7
45400,2.0,2.0,2.6999999999999993,7
45500,2.0,2.0,2.0,7
45600,2.0,2.0,2.0,7
45700,2.0,2.0,2.0,7
45800,2.0,2.0,2.0,7
45900,2.0,2.0,2.6999999999999993,7
46000,2.0,2.0,2.6999999999999993,7
46100,2.0,2.0,2.0,7
46200,2.0,2.0,2.0,7
46300,2.0,2.0,2.0,7
46400,2.0,2.0,2.0,7
46500,2.0,2.0,2.0,7
46600,2.0,2.0,2.0,7
46700,2.0,2.0,2.0,7
46800,2.0,2.0,2.0,7
46900,2.0,2.0,2.0,7
47000,2.0,2.0,2.0,7
47100,2.0,2.0,2.0,7
47200,2.0,2.0,2.0,7
47300,2.0,2.0,2.0,7
47400,2.0,2.0,2.0,7
47500,2.0,2.0,2.0,7
47600,2.0,2.0,2.0,7
47700,2.0,2.0,2.6999999999999993,7
47800,2.0,2.0,2.0,7
47900,2.0,2.0,2.0,7
48000,2.0,2.0,2.0,7
48100,2.0,2.0,2.0,7
48200,2.0,2.0,2.6999999999999993,7
48300,2.0,2.0,2.0,7
48400,2.0,2.0,2.0,7
48500,2.0,2.0,2.0,7
48600,2.0,2.0,2.6999999999999993,7
48700,2.0,2.0,3.0,7
48800,2.0,2.0,2.0,7
48900,2.0,2.0,2.6999999999999993,7
49000,2.0,2.0,3.0,7
49100,2.0,2.0,3.0,7
49200,2.0,2.0,2.0,7
49300,2.0,2.0,2.0,7
49400,2.0,2.0,2.0,7
49500,2.0,2.0,2.6999999999999993,7
49600,3.0,2.0,3.0,7
49700,2.0,2.0,3.0,7
49800,3.0,2.0,3.0,7
49900,3.0,2.0,3.0,7
50000,2.0,2.0,3.0,7
50100,3.0,2.3,3.0,7
50200,3.0,3.0,3.0,7
50300,3.0,3.0,3.0,7
50400,3.0,3.0,3.0,7
50500,3.0,3.0,3.0,7
50600,3.0,3.0,3.0,7
50700,3.0,3.0,3.0,7
50800,3.0,3.0,3.0,7
50900,3.0,3.0,3.0,7
51000,3.0,3.0,3.0,7
51100,3.0,3.0,3.0,7
51200,3.0,3.0,3.0,7
51300,3.0,3.0,3.0,7
51400,3.0,3.0,3.0,7
51500,3.0,3.0,3.0,7
51600,3.0,3.0,3.0,7
51700,3.0,3.0,4.0,7
51800,3.0,3.0,3.6999999999999993,7
51900,3.0,3.0,3.0,7
52000,3.0,3.0,3.0,7
52100,3.0,3.0,3.0,7
52200,3.0,3.0,3.0,7
52300,3.0,3.0,3.0,7
52400,3.0,3.0,3.0,7
52500,3.0,3.0,3.0,7
52600,3.0,3.0,3.0,7
52700,3.0,3.0,3.0,7
52800,3.0,3.0,3.0,7
52900,3.0,3.0,3.0,7
53000,3.0,3.0,3.0,7
53100,3.0,3.0,3.0,7
53200,3.0,3.0,3.0,7
53300,3.0,3.0,3.0,7
53400,3.0,3.0,3.0,7
53500,3.0,3.0,3.0,7
53600,3.0,3.0,3.0,7
53700,3.0,3.0,3.0,7
53800,3.0,3.0,3.0,7
53900,3.0,3.0,3.0,7
54000,3.0,3.0,3.0,7
54100,3.0,3.0,3.0,7
54200,3.0,3.0,3.0,7
54300,3.0,3.0,3.0,7
54400,3.0,3.0,3.0,7
54500,3.0,3.0,3.0,7
54600,3.0,3.0,3.0,7
54700,3.0,3.0,3.0,7
54800,3.0,3.0,3.0,7
54900,3.0,3.0,3.0,7
55000,3.0,3.0,3.0,7
55100,3.0,3.0,3.0,7
55200,3.0,3.0,3.0,7
55300,3.0,3.0,3.0,7
55400,3.0,3.0,3.0,7
55500,3.0,3.0,3.0,7
55600,3.0,3.0,3.0,7
55700,3.0,3.0,3.0,7
55800,3.0,3.0,3.0,7
55900,3.0,3.0,3.0,7
56000,3.0,3.0,3.0,7
56100,3.0,3.0,3.0,7
56200,3.0,3.0,3.0,7
56300,3.0,3.0,3.0,7
56400,3.0,3.0,3.0,7
56500,3.0,3.0,3.0,7
56600,3.0,3.0,3.0,7
56700,3.0,3.0,3.0,7
56800,3.0,3.0,3.0,7
56900,3.0,3.0,3.0,7
57000,3.0,3.0,3.0,7
57100,3.0,3.0,3.0,7
57200,3.0,3.0,3.0,7
57300,3.0,3.0,3.0,7
57400,3.0,3.0,3.0,7
57500,3.0,3.0,3.0,7
57600,3.0,3.0,3.0,7
57700,3.0,3.0,3.0,7
57800,3.0,3.0,3.0,7
57900,3.0,3.0,3.6999999999999993,7
58000,3.0,3.0,3.0,7
58100,3.0,3.0,3.0,7
58200,4.0,3.3,4.699999999999999,7
58300,3.0,3.0,4.0,7
58400,3.0,3.0,3.6999999999999993,7
58500,3.0,3.0,3.0,7
58600,3.0,3.0,3.0,7
58700,3.0,3.0,3.0,7
58800,3.0,3.0,3.6999999999999993,7
58900,3.0,3.0,3.0,7
59000,3.0,3.0,3.0,7
59100,3.0,3.0,3.0,7
59200,3.0,3.0,3.0,7
59300,3.0,3.0,3.0,7
59400,3.0,3.0,3.0,7
59500,3.0,3.0,3.0,7
59600,3.0,3.0,3.6999999999999993,7
59700,3.0,3.0,4.0,7
59800,3.0,3.0,3.0,7
59900,3.0,3.0,3.0,7
60000,3.0,3.0,3.0,7
60100,3.0,3.0,3.0,7
60200,3.0,3.0,3.0,7
60300,3.0,3.0,3.6999999999999993,7
60400,3.0,3.0,3.0,7
60500,3.0,3.0,3.0,7
60600,3.0,3.0,3.0,7
60700,3.0,3.0,3.0,7
60800,3.0,3.0,3.0,7
60900,3.0,3.0,3.0,7
61000,3.0,3.0,3.0,7
61100,3.0,3.0,3.0,7
61200,3.0,3.0,4.0,7
61300,3.0,3.0,3.0,7
61400,3.0,3.0,4.0,7
61500,3.0,3.0,4.0,7
61600,3.0,3.0,3.0,7
61700,3.0,3.0,3.0,7
61800,3.0,3.0,3.0,7
61900,3.0,3.0,3.6999999999999993,7
62000,3.0,3.0,3.0,7
62100,3.0,3.0,3.6999999999999993,7
62200,3.0,3.0,3.0,7
62300,3.0,3.0,3.0,7
62400,3.0,3.0,3.0,7
62500,3.0,3.0,4.0,7
62600,3.0,3.0,3.6999999999999993,7
62700,3.0,3.0,3.0,7
62800,3.0,3.0,3.6999999999999993,7
62900,3.0,3.0,3.6999999999999993,7
63000,3.0,3.0,4.0,7
63100,3.0,3.0,4.0,7
63200,3.0,3.0,3.6999999999999993,7
63300,3.0,3.0,4.0,7
63400,3.0,3.0,3.0,7
63500,3.0,3.0,3.0,7
63600,3.0,3.0,4.0,7
63700,3.0,3.0,3.0,7
63800,3.0,3.0,3.6999999999999993,7
63900,3.0,3.0,4.0,7
64000,3.0,3.0,3.0,7
64100,3.0,3.0,3.0,7
64200,3.0,3.0,4.0,7
64300,3.0,3.0,4.0,7
64400,3.0,3.0,4.0,7
64500,3.0,3.0,3.0,7
64600,3.0,3.0,3.6999999999999993,7
64700,3.0,3.0,3.6999999999999993,7
64800,3.0,3.0,3.6999999999999993,7
64900,3.0,3.0,3.6999999999999993,7
65000,3.0,3.0,4.0,7
65100,3.0,3.0,4.0,7
65200,3.0,3.0,4.0,7
65300,4.0,3.0,4.0,7
65400,3.0,3.0,4.0,7
65500,4.0,3.0,4.0,7
65600,4.0,4.0,4.0,7
65700,4.0,4.0,4.0,7
65800,4.0,3.3,4.0,7
65900,4.0,4.0,4.0,7
66000,4.0,4.0,4.0,7
66100,4.0,4.0,4.0,7
66200,4.0,4.0,4.0,7
66300,4.0,4.0,4.0,7
66400,4.0,4.0,4.0,7
66500,4.0,4.0,4.0,7
66600,4.0,4.0,4.0,7
66700,4.0,4.0,4.0,7
66800,4.0,4.0,4.0,7
66900,4.0,4.0,4.0,7
67000,4.0,4.0,4.0,7
67100,4.0,4.0,4.0,7
67200,4.0,4.0,4.0,7
67300,4.0,4.0,4.0,7
67400,4.0,4.0,4.0,7
67500,4.0,4.0,4.0,7
67600,4.0,4.0,4.0,7
67700,4.0,4.0,4.0,7
67800,4.0,4.0,4.0,7
67900,4.0,4.0,4.0,7
68000,4.0,4.0,4.0,7
68100,4.0,4.0,4.0,7
68200,4.0,4.0,4.0,7
68300,4.0,4.0,4.0,7
68400,4.0,4.0,4.0,7
68500,4.0,4.0,4.0,7
68600,4.0,4.0,4.0,7
68700,4.0,4.0,4.0,7
68800,4.0,4.0,4.0,7
68900,4.0,4.0,4.0,7
69000,4.0,4.0,4.0,7
69100,4.0,4.0,4.0,7
69200,4.0,4.0,4.0,7
69300,4.0,4.0,4.0,7
69400,4.0,4.0,4.0,7
69500,4.0,4.0,4.0,7
69600,4.0,4.0,4.0,7
69700,4.0,4.0,4.0,7
69800,4.0,4.0,4.0,7
69900,4.0,4.0,4.0,7
70000,4.0,4.0,4.0,7
70100,4.0,4.0,4.0,7
70200,4.0,4.0,4.0,7
70300,4.0,4.0,4.0,7
70400,4.0,4.0,4.0,7
70500,4.0,4.0,4.0,7
70600,4.0,4.0,4.0,7
70700,4.0,4.0,4.0,7
70800,4.0,4.0,4.0,7
70900,4.0,4.0,4.0,7
71000,4.0,4.0,4.0,7
71100,4.0,4.0,4.0,7
71200,4.0,4.0,4.0,7
71300,4.0,4.0,4.0,7
71400,4.0,4.0,4.0,7
71500,4.0,4.0,4.0,7
71600,4.0,4.0,4.0,7
71700,4.0,4.0,4.0,7
71800,4.0,4.0,4.0,7
71900,4.0,4.0,4.0,7
72000,4.0,4.0,4.0,7
72100,4.0,4.0,4.0,7
72200,4.0,4.0,4.0,7
72300,4.0,4.0,4.0,7
72400,4.0,4.0,4.0,7
72500,4.0,4.0,4.0,7
72600,4.0,4.0,4.0,7
72700,4.0,4.0,4.0,7
72800,4.0,4.0,4.0,7
72900,4.0,4.0,4.0,7
73000,4.0,4.0,4.0,7
73100,4.0,4.0,4.0,7
73200,4.0,4.0,4.0,7
73300,4.0,4.0,4.0,7
73400,4.0,4.0,4.0,7
73500,4.0,4.0,7.399999999999999,7
73600,6.0,4.3,7.399999999999999,7
73700,4.0,4.0,5.0,7
73800,4.0,4.0,4.0,7
73900,4.0,4.0,4.0,7
74000,4.0,4.0,4.699999999999999,7
74100,4.0,4.0,4.0,7
74200,4.0,4.0,4.0,7
74300,4.0,4.0,4.699999999999999,7
74400,4.0,4.0,4.0,7
74500,4.0,4.0,4.0,7
74600,4.0,4.0,4.699999999999999,7
74700,4.0,4.0,4.0,7
74800,4.0,4.0,4.0,7
74900,4.0,4.0,4.0,7
75000,4.0,4.0,4.699999999999999,7
75100,4.0,4.0,5.0,7
75200,4.0,4.0,4.0,7
75300,4.0,4.0,4.0,7
75400,4.0,4.0,4.0,7
75500,4.0,4.0,4.0,7
75600,4.0,4.0,5.0,7
75700,4.0,4.0,4.0,7
75800,4.0,4.0,4.0,7
75900,4.0,4.0,4.699999999999999,7
76000,4.0,4.0,4.0,7
76100,4.0,4.0,4.0,7
76200,4.0,4.0,4.0,7
76300,4.0,4.0,4.699999999999999,7
76400,4.0,4.0,5.0,7
76500,4.0,4.0,4.699999999999999,7
76600,4.0,4.0,4.699999999999999,7
76700,4.0,4.0,5.0,7
76800,4.0,4.0,4.0,7
76900,4.0,4.0,4.0,7
77000,4.0,4.0,4.0,7
77100,5.0,4.0,5.0,7
77200,4.0,4.0,4.699999999999999,7
77300,4.0,4.0,5.0,7
77400,4.0,4.0,4.699999999999999,7
77500,4.0,4.0,5.0,7
77600,4.0,4.0,4.699999999999999,7
77700,4.0,4.0,4.0,7
77800,4.0,4.0,4.0,7
77900,4.0,4.0,4.0,7
78000,4.0,4.0,4.0,7
78100,4.0,4.0,4.699999999999999,7
78200,4.0,4.0,4.0,7
78300,4.0,4.0,4.699999999999999,7
78400,4.0,4.0,5.0,7
78500,5.0,4.0,5.0,7
78600,4.0,4.0,5.0,7
78700,4.0,4.0,5.0,7
78800,4.0,4.0,4.0,7
78900,4.0,4.0,4.0,7
79000,4.0,4.0,4.699999999999999,7
79100,4.0,4.0,4.699999999999999,7
79200,4.0,4.0,5.0,7
79300,4.0,4.0,4.699999999999999,7
79400,4.0,4.0,4.699999999999999,7
79500,5.0,4.0,5.0,7
79600,5.0,4.3,5.0,7
79700,5.0,4.0,5.0,7
79800,5.0,4.0,5.0,7
79900,5.0,5.0,5.0,7
80000,4.0,4.0,5.0,7
80100,4.0,4.0,5.0,7
80200,4.0,4.0,5.0,7
80300,4.0,4.0,4.699999999999999,7
80400,4.0,4.0,5.0,7
80500,4.0,4.0,5.0,7
80600,5.0,4.3,5.0,7
80700,5.0,5.0,5.0,7
80800,5.0,4.3,5.0,7
80900,5.0,4.3,5.0,7
81000,5.0,4.0,5.0,7
