N,median,p05,p95,count
24200,0.0,0.0,0.0,7
24300,0.0,0.0,0.0,7
24400,0.0,0.0,0.0,7
24500,0.0,0.0,0.0,7
24600,0.0,0.0,0.0,7
24700,0.0,0.0,0.0,7
24800,0.0,0.0,0.0,7
24900,0.0,0.0,0.0,7
25000,0.0,0.0,0.0,7
25100,0.0,0.0,0.0,7
25200,0.0,0.0,0.0,7
25300,0.0,0.0,0.0,7
25400,0.0,0.0,0.0,7
25500,0.0,0.0,0.0,7
25600,0.0,0.0,0.0,7
25700,0.0,0.0,0.0,7
25800,0.0,0.0,0.0,7
25900,0.0,0.0,0.0,7
26000,0.0,0.0,0.0,7
26100,0.0,0.0,0.0,7
26200,0.0,0.0,0.0,7
26300,0.0,0.0,0.0,7
26400,0.0,0.0,0.0,7
26500,0.0,0.0,0.0,7
26600,0.0,0.0,0.0,7
26700,0.0,0.0,0.0,7
26800,0.0,0.0,0.0,7
26900,0.0,0.0,0.0,7
27000,0.0,0.0,0.0,7
27100,0.0,0.0,0.0,7
27200,0.0,0.0,0.0,7
27300,0.0,0.0,0.0,7
27400,0.0,0.0,0.0,7
27500,0.0,0.0,0.0,7
27600,0.0,0.0,0.0,7
27700,0.0,0.0,0.0,7
27800,0.0,0.0,0.0,7
27900,0.0,0.0,0.0,7
28000,0.0,0.0,0.0,7
28100,0.0,0.0,0.0,7
28200,0.0,0.0,0.0,7
28300,0.0,0.0,0.0,7
28400,0.0,0.0,0.0,7
28500,0.0,0.0,0.0,7
28600,0.0,0.0,0.0,7
28700,0.0,0.0,0.0,7
28800,0.0,0.0,0.0,7
28900,0.0,0.0,0.0,7
29000,0.0,0.0,0.0,7
29100,0.0,0.0,0.0,7
29200,0.0,0.0,0.0,7
29300,0.0,0.0,0.0,7
29400,0.0,0.0,0.0,7
29500,0.0,0.0,0.0,7
29600,0.0,0.0,0.0,7
29700,0.0,0.0,0.0,7
29800,0.0,0.0,0.0,7
29900,0.0,0.0,0.0,7
30000,0.0,0.0,0.0,7
30100,0.0,0.0,0.0,7
30200,0.0,0.0,0.0,7
30300,0.0,0.0,0.0,7
30400,0.0,0.0,0.0,7
30500,0.0,0.0,0.0,7
30600,0.0,0.0,0.0,7
30700,0.0,0.0,0.0,7
30800,0.0,0.0,0.0,7
30900,0.0,0.0,0.0,7
31000,0.0,0.0,0.0,7
31100,0.0,0.0,0.0,7
31200,0.0,0.0,0.0,7
31300,0.0,0.0,0.0,7
31400,0.0,0.0,0.0,7
31500,0.0,0.0,0.0,7
31600,0.0,0.0,0.0,7
31700,0.0,0.0,2.0,7
31800,0.0,0.0,0.0,7
31900,0.0,0.0,0.6999999999999993,7
32000,0.0,0.0,1.0,7
32100,1.0,0.0,1.0,7
32200,0.0,0.0,0.0,7
32300,0.0,0.0,0.0,7
32400,0.0,0.0,0.0,7
32500,0.0,0.0,0.6999999999999993,7
32600,0.0,0.0,0.0,7
32700,0.0,0.0,0.0,7
32800,0.0,0.0,0.0,7
32900,0.0,0.0,0.0,7
33000,0.0,0.0,0.0,7
33100,0.0,0.0,0.0,7
33200,0.0,0.0,0.0,7
33300,0.0,0.0,0.0,7
33400,0.0,0.0,0.0,7
33500,0.0,0.0,0.0,7
33600,0.0,0.0,0.0,7
33700,0.0,0.0,0.0,7
33800,0.0,0.0,0.0,7
33900,0.0,0.0,0.0,7
34000,0.0,0.0,0.0,7
34100,0.0,0.0,0.0,7
34200,0.0,0.0,0.0,7
34300,0.0,0.0,0.0,7
34400,0.0,0.0,0.0,7
34500,0.0,0.0,0.0,7
34600,0.0,0.0,0.0,7
34700,0.0,0.0,0.0,7
34800,0.0,0.0,0.0,7
34900,0.0,0.0,0.0,7
35000,0.0,0.0,0.0,7
35100,0.0,0.0,0.0,7
35200,0.0,0.0,0.0,7
35300,0.0,0.0,0.0,7
35400,0.0,0.0,0.0,7
35500,0.0,0.0,0.0,7
35600,0.0,0.0,0.0,7
35700,0.0,0.0,0.0,7
35800,0.0,0.0,0.0,7
35900,0.0,0.0,0.0,7
36000,0.0,0.0,0.0,7
36100,0.0,0.0,0.0,7
36200,0.0,0.0,0.0,7
36300,0.0,0.0,0.0,7
36400,0.0,0.0,0.0,7
36500,0.0,0.0,0.0,7
36600,0.0,0.0,0.0,7
36700,0.0,0.0,0.0,7
36800,0.0,0.0,0.0,7
36900,0.0,0.0,0.0,7
37000,0.0,0.0,0.0,7
37100,0.0,0.0,0.0,7
37200,0.0,0.0,0.0,7
37300,0.0,0.0,0.0,7
37400,0.0,0.0,0.0,7
37500,0.0,0.0,0.0,7
37600,0.0,0.0,0.0,7
37700,0.0,0.0,0.0,7
37800,0.0,0.0,0.0,7
37900,0.0,0.0,0.0,7
38000,0.0,0.0,0.0,7
38100,0.0,0.0,0.0,7
38200,0.0,0.0,0.0,7
38300,0.0,0.0,0.0,7
38400,0.0,0.0,0.0,7
38500,0.0,0.0,0.0,7
38600,0.0,0.0,0.0,7
38700,0.0,0.0,0.0,7
38800,0.0,0.0,0.0,7
38900,0.0,0.0,0.0,7
39000,0.0,0.0,0.0,7
39100,0.0,0.0,0.0,7
39200,0.0,0.0,0.0,7
39300,0.0,0.0,0.0,7
39400,0.0,0.0,0.0,7
39500,0.0,0.0,0.0,7
39600,0.0,0.0,0.0,7
39700,0.0,0.0,0.0,7
39800,0.0,0.0,0.0,7
39900,0.0,0.0,0.0,7
40000,0.0,0.0,0.0,7
40100,0.0,0.0,0.0,7
40200,0.0,0.0,0.0,7
40300,0.0,0.0,0.0,7
40400,0.0,0.0,0.0,7
40500,0.0,0.0,0.0,7
40600,0.0,0.0,0.0,7
40700,0.0,0.0,0.0,7
40800,0.0,0.0,0.0,7
40900,0.0,0.0,0.0,7
41000,0.0,0.0,0.0,7
41100,0.0,0.0,0.0,7
41200,0.0,0.0,0.0,7
41300,0.0,0.0,0.0,7
41400,0.0,0.0,0.0,7
41500,0.0,0.0,1.0,7
41600,0.0,0.0,0.0,7
41700,0.0,0.0,0.0,7
41800,0.0,0.0,0.0,7
41900,0.0,0.0,0.0,7
42000,0.0,0.0,0.0,7
42100,0.0,0.0,0.0,7
42200,0.0,0.0,0.0,7
42300,0.0,0.0,0.0,7
42400,0.0,0.0,0.0,7
42500,0.0,0.0,0.0,7
42600,0.0,0.0,0.0,7
42700,0.0,0.0,0.0,7
42800,0.0,0.0,0.0,7
42900,0.0,0.0,0.0,7
43000,0.0,0.0,0.0,7
43100,0.0,0.0,0.0,7
43200,0.0,0.0,0.0,7
43300,0.0,0.0,0.0,7
43400,0.0,0.0,0.0,7
43500,0.0,0.0,0.0,7
43600,0.0,0.0,0.0,7
43700,0.0,0.0,0.0,7
43800,0.0,0.0,0.0,7
43900,0.0,0.0,0.0,7
44000,0.0,0.0,0.0,7
44100,0.0,0.0,0.6999999999999993,7
44200,0.0,0.0,0.0,7
44300,0.0,0.0,0.0,7
44400,0.0,0.0,0.0,7
44500,0.0,0.0,0.0,7
44600,0.0,0.0,0.0,7
44700,0.0,0.0,0.0,7
44800,0.0,0.0,0.0,7
44900,0.0,0.0,0.0,7
45000,0.0,0.0,0.0,7
45100,0.0,0.0,0.0,7
45200,0.0,0.0,0.0,7
45300,0.0,0.0,0.0,7
45400,0.0,0.0,0.0,7
45500,0.0,0.0,0.0,7
45600,0.0,0.0,0.0,7
45700,0.0,0.0,0.0,7
45800,0.0,0.0,0.6999999999999993,7
45900,0.0,0.0,0.0,7
46000,0.0,0.0,0.0,7
46100,0.0,0.0,0.0,7
46200,0.0,0.0,0.0,7
46300,0.0,0.0,0.0,7
46400,0.0,0.0,0.0,7
46500,0.0,0.0,0.0,7
46600,0.0,0.0,0.0,7
46700,0.0,0.0,0.0,7
46800,0.0,0.0,0.6999999999999993,7
46900,0.0,0.0,0.0,7
47000,0.0,0.0,0.0,7
47100,0.0,0.0,0.0,7
47200,0.0,0.0,0.0,7
47300,0.0,0.0,0.0,7
47400,0.0,0.0,0.0,7
47500,0.0,0.0,0.0,7
47600,0.0,0.0,0.0,7
47700,0.0,0.0,0.0,7
47800,0.0,0.0,0.0,7
47900,0.0,0.0,0.0,7
48000,0.0,0.0,0.0,7
48100,0.0,0.0,0.0,7
48200,0.0,0.0,0.0,7
48300,0.0,0.0,0.0,7
48400,0.0,0.0,0.0,7
48500,0.0,0.0,0.0,7
48600,0.0,0.0,0.0,7
48700,0.0,0.0,0.0,7
48800,0.0,0.0,0.0,7
48900,0.0,0.0,0.0,7
49000,0.0,0.0,0.0,7
49100,0.0,0.0,0.0,7
49200,0.0,0.0,0.0,7
49300,0.0,0.0,0.0,7
49400,0.0,0.0,0.0,7
49500,0.0,0.0,0.0,7
49600,0.0,0.0,0.0,7
49700,0.0,0.0,0.0,7
49800,0.0,0.0,0.0,7
49900,0.0,0.0,0.0,7
50000,0.0,0.0,0.0,7
50100,0.0,0.0,0.0,7
50200,0.0,0.0,0.0,7
50300,0.0,0.0,0.0,7
50400,0.0,0.0,0.0,7
50500,0.0,0.0,0.0,7
50600,0.0,0.0,0.0,7
50700,0.0,0.0,0.0,7
50800,0.0,0.0,0.6999999999999993,7
50900,0.0,0.0,0.0,7
51000,0.0,0.0,0.0,7
51100,0.0,0.0,0.0,7
51200,0.0,0.0,0.0,7
51300,0.0,0.0,0.0,7
51400,0.0,0.0,0.0,7
51500,0.0,0.0,0.0,7
51600,0.0,0.0,0.0,7
51700,0.0,0.0,0.0,7
51800,0.0,0.0,0.0,7
51900,0.0,0.0,0.0,7
52000,0.0,0.0,0.0,7
52100,0.0,0.0,0.0,7
52200,0.0,0.0,0.6999999999999993,7
52300,0.0,0.0,0.0,7
52400,0.0,0.0,0.0,7
52500,0.0,0.0,0.0,7
52600,0.0,0.0,0.0,7
52700,0.0,0.0,0.0,7
52800,0.0,0.0,0.0,7
52900,0.0,0.0,0.0,7
53000,0.0,0.0,0.0,7
53100,0.0,0.0,0.0,7
53200,0.0,0.0,0.0,7
53300,0.0,0.0,0.0,7
53400,0.0,0.0,0.6999999999999993,7
53500,0.0,0.0,0.0,7
53600,0.0,0.0,0.0,7
53700,0.0,0.0,0.0,7
53800,0.0,0.0,0.0,7
53900,0.0,0.0,0.0,7
54000,0.0,0.0,0.0,7
54100,0.0,0.0,0.0,7
54200,0.0,0.0,0.0,7
54300,0.0,0.0,0.0,7
54400,0.0,0.0,0.0,7
54500,0.0,0.0,0.0,7
54600,0.0,0.0,0.0,7
54700,0.0,0.0,0.0,7
54800,0.0,0.0,0.0,7
54900,0.0,0.0,0.0,7
55000,0.0,0.0,0.0,7
55100,0.0,0.0,0.6999999999999993,7
55200,0.0,0.0,0.0,7
55300,0.0,0.0,1.0,7
55400,0.0,0.0,0.0,7
55500,0.0,0.0,0.0,7
55600,0.0,0.0,0.0,7
55700,0.0,0.0,1.0,7
55800,0.0,0.0,0.0,7
55900,0.0,0.0,0.0,7
56000,0.0,0.0,0.0,7
56100,0.0,0.0,0.0,7
56200,0.0,0.0,1.0,7
56300,0.0,0.0,1.0,7
56400,0.0,0.0,1.0,7
56500,1.0,0.0,1.0,7
56600,1.0,0.30000000000000004,1.0,7
56700,1.0,1.0,1.0,7
56800,1.0,0.0,2.0,7
56900,1.0,0.30000000000000004,1.0,7
57000,1.0,1.0,1.0,7
57100,1.0,0.30000000000000004,1.0,7
57200,1.0,0.0,1.0,7
57300,0.0,0.0,1.0,7
57400,0.0,0.0,0.0,7
57500,1.0,0.30000000000000004,1.0,7
57600,0.0,0.0,0.6999999999999993,7
57700,0.0,0.0,0.0,7
57800,0.0,0.0,0.0,7
57900,0.0,0.0,0.0,7
58000,0.0,0.0,1.0,7
58100,1.0,0.0,1.0,7
58200,0.0,0.0,0.6999999999999993,7
58300,0.0,0.0,0.0,7
58400,0.0,0.0,0.0,7
58500,0.0,0.0,0.6999999999999993,7
58600,0.0,0.0,0.0,7
58700,0.0,0.0,0.0,7
58800,0.0,0.0,0.6999999999999993,7
58900,0.0,0.0,0.0,7
59000,0.0,0.0,0.0,7
59100,0.0,0.0,0.0,7
59200,0.0,0.0,1.0,7
59300,0.0,0.0,0.0,7
59400,0.0,0.0,0.6999999999999993,7
59500,0.0,0.0,0.0,7
59600,0.0,0.0,0.6999999999999993,7
59700,0.0,0.0,0.0,7
59800,0.0,0.0,0.0,7
59900,0.0,0.0,0.6999999999999993,7
60000,0.0,0.0,0.0,7
60100,0.0,0.0,1.0,7
60200,0.0,0.0,0.0,7
60300,0.0,0.0,0.0,7
60400,0.0,0.0,0.0,7
60500,0.0,0.0,0.0,7
60600,0.0,0.0,0.0,7
60700,0.0,0.0,0.0,7
60800,0.0,0.0,0.6999999999999993,7
60900,0.0,0.0,0.6999999999999993,7
61000,0.0,0.0,0.0,7
61100,0.0,0.0,0.0,7
61200,0.0,0.0,0.6999999999999993,7
61300,0.0,0.0,1.0,7
61400,0.0,0.0,0.6999999999999993,7
61500,0.0,0.0,0.0,7
61600,0.0,0.0,0.0,7
61700,0.0,0.0,0.6999999999999993,7
61800,0.0,0.0,1.0,7
61900,0.0,0.0,1.0,7
62000,0.0,0.0,1.0,7
62100,0.0,0.0,1.0,7
62200,0.0,0.0,1.0,7
62300,0.0,0.0,1.0,7
62400,1.0,1.0,1.0,7
62500,1.0,0.0,1.0,7
62600,1.0,0.0,1.0,7
62700,0.0,0.0,1.0,7
62800,0.0,0.0,1.0,7
62900,1.0,0.0,1.0,7
63000,0.0,0.0,1.0,7
63100,0.0,0.0,1.0,7
63200,1.0,0.0,1.0,7
63300,1.0,0.30000000000000004,1.0,7
63400,0.0,0.0,1.0,7
63500,0.0,0.0,1.0,7
63600,1.0,0.0,1.0,7
63700,1.0,0.30000000000000004,1.0,7
63800,1.0,0.30000000000000004,2.0,7
63900,1.0,0.30000000000000004,1.0,7
64000,1.0,0.30000000000000004,1.0,7
64100,1.0,0.0,1.0,7
64200,1.0,1.0,1.0,7
64300,1.0,1.0,1.0,7
64400,1.0,0.0,1.0,7
64500,1.0,1.0,1.0,7
64600,1.0,0.30000000000000004,1.0,7
64700,1.0,0.30000000000000004,1.0,7
64800,1.0,0.0,1.0,7
64900,1.0,0.30000000000000004,1.0,7
65000,1.0,0.30000000000000004,1.0,7
65100,1.0,1.0,1.0,7
65200,1.0,1.0,1.0,7
65300,1.0,0.30000000000000004,1.0,7
65400,1.0,1.0,1.0,7
65500,1.0,1.0,1.0,7
65600,0.0,0.0,1.0,7
65700,1.0,1.0,1.0,7
65800,1.0,1.0,1.0,7
65900,1.0,0.30000000000000004,1.6999999999999993,7
66000,1.0,0.30000000000000004,1.0,7
66100,1.0,0.30000000000000004,1.0,7
66200,1.0,1.0,1.0,7
66300,1.0,1.0,1.0,7
66400,1.0,1.0,1.0,7
66500,1.0,1.0,1.0,7
66600,1.0,1.0,1.0,7
66700,1.0,1.0,1.0,7
66800,1.0,1.0,1.0,7
66900,1.0,1.0,1.0,7
67000,1.0,1.0,1.0,7
67100,1.0,1.0,1.0,7
67200,1.0,1.0,1.0,7
67300,1.0,1.0,1.0,7
67400,1.0,1.0,1.0,7
67500,1.0,1.0,1.0,7
67600,1.0,1.0,1.0,7
67700,1.0,1.0,1.0,7
67800,1.0,1.0,1.0,7
67900,1.0,1.0,1.6999999999999993,7
68000,1.0,1.0,1.0,7
68100,1.0,1.0,1.0,7
68200,1.0,1.0,1.6999999999999993,7
68300,1.0,1.0,1.6999999999999993,7
68400,1.0,1.0,1.6999999999999993,7
68500,1.0,1.0,1.0,7
68600,1.0,1.0,1.0,7
68700,1.0,1.0,1.0,7
68800,1.0,1.0,1.0,7
68900,1.0,1.0,1.0,7
69000,1.0,1.0,1.0,7
69100,1.0,1.0,1.0,7
69200,1.0,1.0,1.6999999999999993,7
69300,1.0,1.0,1.6999999999999993,7
69400,1.0,1.0,1.0,7
69500,1.0,1.0,1.0,7
69600,1.0,1.0,1.0,7
69700,1.0,1.0,1.0,7
69800,1.0,1.0,1.0,7
69900,1.0,1.0,2.0,7
70000,1.0,1.0,1.6999999999999993,7
70100,1.0,1.0,1.0,7
70200,1.0,1.0,1.0,7
70300,1.0,1.0,1.0,7
70400,1.0,1.0,1.0,7
70500,1.0,1.0,1.0,7
70600,1.0,1.0,1.0,7
70700,1.0,1.0,1.0,7
70800,1.0,1.0,1.0,7
70900,1.0,1.0,1.0,7
71000,1.0,1.0,1.0,7
71100,1.0,1.0,1.0,7
71200,1.0,1.0,1.0,7
71300,1.0,1.0,1.0,7
71400,1.0,1.0,1.0,7
71500,1.0,1.0,1.0,7
71600,1.0,1.0,1.6999999999999993,7
71700,1.0,1.0,1.0,7
71800,1.0,1.0,1.0,7
71900,1.0,1.0,1.0,7
72000,1.0,1.0,1.0,7
72100,1.0,1.0,1.0,7
72200,1.0,1.0,1.0,7
72300,1.0,1.0,1.0,7
72400,1.0,1.0,1.0,7
72500,1.0,1.0,1.0,7
72600,1.0,1.0,1.0,7
72700,1.0,1.0,1.0,7
72800,1.0,1.0,1.0,7
72900,1.0,1.0,1.0,7
73000,1.0,1.0,1.0,7
73100,1.0,1.0,1.0,7
73200,1.0,1.0,1.0,7
73300,1.0,1.0,1.0,7
73400,1.0,1.0,1.0,7
73500,1.0,1.0,1.0,7
73600,1.0,1.0,1.0,7
73700,1.0,1.0,1.0,7
73800,1.0,1.0,1.0,7
73900,1.0,1.0,1.0,7
74000,1.0,1.0,1.0,7
74100,1.0,1.0,1.0,7
74200,1.0,1.0,1.0,7
74300,1.0,1.0,1.0,7
74400,1.0,1.0,1.0,7
74500,1.0,1.0,1.0,7
74600,1.0,1.0,1.0,7
74700,1.0,1.0,1.0,7
74800,1.0,1.0,1.0,7
74900,1.0,1.0,1.0,7
75000,1.0,1.0,1.0,7
75100,1.0,1.0,1.0,7
75200,1.0,1.0,1.0,7
75300,1.0,1.0,1.0,7
75400,1.0,1.0,1.0,7
75500,1.0,1.0,1.0,7
75600,1.0,1.0,1.0,7
75700,1.0,1.0,1.0,7
75800,1.0,1.0,1.0,7
75900,1.0,1.0,1.0,7
76000,1.0,1.0,1.0,7
76100,1.0,1.0,1.6999999999999993,7
76200,1.0,1.0,1.0,7
76300,1.0,1.0,1.0,7
76400,1.0,1.0,1.0,7
76500,1.0,1.0,1.0,7
76600,1.0,1.0,1.0,7
76700,1.0,1.0,1.0,7
76800,1.0,1.0,1.0,7
76900,1.0,1.0,1.0,7
77000,1.0,1.0,1.0,7
77100,1.0,1.0,1.0,7
77200,1.0,1.0,1.0,7
77300,1.0,1.0,1.0,7
77400,1.0,1.0,1.0,7
77500,1.0,1.0,1.0,7
77600,1.0,1.0,1.0,7
77700,1.0,1.0,1.0,7
77800,1.0,1.0,1.0,7
77900,1.0,1.0,1.0,7
78000,1.0,1.0,1.0,7
78100,1.0,1.0,1.0,7
78200,1.0,1.0,1.0,7
78300,1.0,1.0,1.0,7
78400,1.0,1.0,1.0,7
78500,1.0,1.0,1.0,7
78600,1.0,1.0,2.6999999999999993,7
78700,1.0,1.0,1.0,7
78800,1.0,1.0,1.6999999999999993,7
78900,1.0,1.0,1.0,7
79000,1.0,1.0,1.0,7
79100,1.0,1.0,1.0,7
79200,1.0,1.0,1.0,7
79300,1.0,1.0,1.0,7
79400,1.0,1.0,1.0,7
79500,1.0,1.0,1.0,7
79600,1.0,1.0,1.0,7
79700,1.0,1.0,1.0,7
79800,1.0,1.0,1.0,7
79900,1.0,1.0,1.0,7
80000,1.0,1.0,1.0,7
80100,1.0,1.0,1.0,7
80200,1.0,1.0,1.0,7
80300,1.0,1.0,1.0,7
80400,1.0,1.0,1.0,7
80500,1.0,1.0,1.0,7
80600,1.0,1.0,1.0,7
80700,1.0,1.0,1.0,7
80800,1.0,1.0,1.0,7
80900,1.0,1.0,1.0,7
81000,1.0,1.0,1.0,7
81100,1.0,1.0,1.0,7
