kind,N,trial,ms
random,500,1,0
random,500,2,0
random,500,3,0
random,500,4,0
random,500,5,0
random,500,6,0
random,500,7,0
random,600,1,0
random,600,2,0
random,600,3,0
random,600,4,0
random,600,5,0
random,600,6,0
random,600,7,0
random,700,1,0
random,700,2,0
random,700,3,0
random,700,4,0
random,700,5,0
random,700,6,0
random,700,7,0
random,800,1,0
random,800,2,0
random,800,3,0
random,800,4,0
random,800,5,0
random,800,6,0
random,800,7,0
random,900,1,0
random,900,2,0
random,900,3,0
random,900,4,0
random,900,5,0
random,900,6,0
random,900,7,0
random,1000,1,0
random,1000,2,0
random,1000,3,0
random,1000,4,0
random,1000,5,0
random,1000,6,0
random,1000,7,0
random,1100,1,0
random,1100,2,0
random,1100,3,0
random,1100,4,0
random,1100,5,0
random,1100,6,0
random,1100,7,0
random,1200,1,0
random,1200,2,0
random,1200,3,0
random,1200,4,0
random,1200,5,0
random,1200,6,0
random,1200,7,0
random,1300,1,0
random,1300,2,0
random,1300,3,0
random,1300,4,0
random,1300,5,0
random,1300,6,0
random,1300,7,0
random,1400,1,0
random,1400,2,0
random,1400,3,0
random,1400,4,0
random,1400,5,0
random,1400,6,0
random,1400,7,0
random,1500,1,0
random,1500,2,0
random,1500,3,0
random,1500,4,0
random,1500,5,0
random,1500,6,0
random,1500,7,0
random,1600,1,0
random,1600,2,0
random,1600,3,0
random,1600,4,0
random,1600,5,0
random,1600,6,0
random,1600,7,0
random,1700,1,0
random,1700,2,0
random,1700,3,0
random,1700,4,0
random,1700,5,0
random,1700,6,0
random,1700,7,0
random,1800,1,0
random,1800,2,0
random,1800,3,0
random,1800,4,0
random,1800,5,0
random,1800,6,0
random,1800,7,0
random,1900,1,0
random,1900,2,0
random,1900,3,0
random,1900,4,0
random,1900,5,0
random,1900,6,0
random,1900,7,0
random,2000,1,0
random,2000,2,0
random,2000,3,0
random,2000,4,0
random,2000,5,0
random,2000,6,0
random,2000,7,0
random,2100,1,0
random,2100,2,0
random,2100,3,0
random,2100,4,0
random,2100,5,0
random,2100,6,0
random,2100,7,0
random,2200,1,0
random,2200,2,0
random,2200,3,0
random,2200,4,0
random,2200,5,0
random,2200,6,0
random,2200,7,0
random,2300,1,0
random,2300,2,0
random,2300,3,0
random,2300,4,0
random,2300,5,0
random,2300,6,0
random,2300,7,0
random,2400,1,0
random,2400,2,0
random,2400,3,0
random,2400,4,0
random,2400,5,0
random,2400,6,0
random,2400,7,0
random,2500,1,0
random,2500,2,0
random,2500,3,0
random,2500,4,0
random,2500,5,0
random,2500,6,0
random,2500,7,0
random,2600,1,0
random,2600,2,0
random,2600,3,0
random,2600,4,0
random,2600,5,0
random,2600,6,0
random,2600,7,0
random,2700,1,0
random,2700,2,0
random,2700,3,0
random,2700,4,0
random,2700,5,0
random,2700,6,0
random,2700,7,0
random,2800,1,0
random,2800,2,0
random,2800,3,0
random,2800,4,0
random,2800,5,0
random,2800,6,0
random,2800,7,0
random,2900,1,0
random,2900,2,0
random,2900,3,0
random,2900,4,0
random,2900,5,0
random,2900,6,0
random,2900,7,0
random,3000,1,0
random,3000,2,0
random,3000,3,0
random,3000,4,0
random,3000,5,0
random,3000,6,0
random,3000,7,0
random,3100,1,0
random,3100,2,0
random,3100,3,0
random,3100,4,0
random,3100,5,0
random,3100,6,0
random,3100,7,0
random,3200,1,0
random,3200,2,0
random,3200,3,0
random,3200,4,0
random,3200,5,0
random,3200,6,0
random,3200,7,0
random,3300,1,0
random,3300,2,0
random,3300,3,0
random,3300,4,0
random,3300,5,0
random,3300,6,0
random,3300,7,0
random,3400,1,0
random,3400,2,0
random,3400,3,0
random,3400,4,0
random,3400,5,0
random,3400,6,0
random,3400,7,0
random,3500,1,0
random,3500,2,0
random,3500,3,0
random,3500,4,0
random,3500,5,0
random,3500,6,0
random,3500,7,0
random,3600,1,0
random,3600,2,0
random,3600,3,0
random,3600,4,0
random,3600,5,0
random,3600,6,0
random,3600,7,0
random,3700,1,0
random,3700,2,0
random,3700,3,0
random,3700,4,0
random,3700,5,0
random,3700,6,0
random,3700,7,0
random,3800,1,0
random,3800,2,0
random,3800,3,0
random,3800,4,0
random,3800,5,0
random,3800,6,0
random,3800,7,0
random,3900,1,0
random,3900,2,0
random,3900,3,0
random,3900,4,0
random,3900,5,0
random,3900,6,0
random,3900,7,0
random,4000,1,0
random,4000,2,0
random,4000,3,0
random,4000,4,0
random,4000,5,0
random,4000,6,0
random,4000,7,0
random,4100,1,0
random,4100,2,0
random,4100,3,0
random,4100,4,0
random,4100,5,0
random,4100,6,0
random,4100,7,0
random,4200,1,0
random,4200,2,0
random,4200,3,0
random,4200,4,0
random,4200,5,0
random,4200,6,0
random,4200,7,0
random,4300,1,0
random,4300,2,0
random,4300,3,0
random,4300,4,0
random,4300,5,0
random,4300,6,0
random,4300,7,0
random,4400,1,0
random,4400,2,0
random,4400,3,0
random,4400,4,0
random,4400,5,0
random,4400,6,0
random,4400,7,0
random,4500,1,0
random,4500,2,0
random,4500,3,0
random,4500,4,0
random,4500,5,0
random,4500,6,0
random,4500,7,0
random,4600,1,0
random,4600,2,0
random,4600,3,0
random,4600,4,0
random,4600,5,0
random,4600,6,0
random,4600,7,0
random,4700,1,0
random,4700,2,0
random,4700,3,0
random,4700,4,0
random,4700,5,0
random,4700,6,0
random,4700,7,0
random,4800,1,0
random,4800,2,0
random,4800,3,0
random,4800,4,0
random,4800,5,0
random,4800,6,0
random,4800,7,0
random,4900,1,0
random,4900,2,0
random,4900,3,0
random,4900,4,0
random,4900,5,0
random,4900,6,0
random,4900,7,0
random,5000,1,0
random,5000,2,0
random,5000,3,0
random,5000,4,0
random,5000,5,0
random,5000,6,0
random,5000,7,0
random,5100,1,0
random,5100,2,0
random,5100,3,0
random,5100,4,0
random,5100,5,0
random,5100,6,0
random,5100,7,0
random,5200,1,0
random,5200,2,0
random,5200,3,0
random,5200,4,0
random,5200,5,0
random,5200,6,0
random,5200,7,0
random,5300,1,0
random,5300,2,0
random,5300,3,0
random,5300,4,0
random,5300,5,0
random,5300,6,0
random,5300,7,0
random,5400,1,0
random,5400,2,0
random,5400,3,0
random,5400,4,0
random,5400,5,0
random,5400,6,0
random,5400,7,0
random,5500,1,0
random,5500,2,0
random,5500,3,0
random,5500,4,0
random,5500,5,0
random,5500,6,0
random,5500,7,0
random,5600,1,0
random,5600,2,0
random,5600,3,0
random,5600,4,0
random,5600,5,0
random,5600,6,0
random,5600,7,0
random,5700,1,0
random,5700,2,0
random,5700,3,0
random,5700,4,0
random,5700,5,0
random,5700,6,0
random,5700,7,0
random,5800,1,0
random,5800,2,0
random,5800,3,0
random,5800,4,0
random,5800,5,0
random,5800,6,0
random,5800,7,0
random,5900,1,0
random,5900,2,0
random,5900,3,0
random,5900,4,0
random,5900,5,0
random,5900,6,0
random,5900,7,0
random,6000,1,0
random,6000,2,0
random,6000,3,0
random,6000,4,0
random,6000,5,0
random,6000,6,0
random,6000,7,0
random,6100,1,0
random,6100,2,0
random,6100,3,0
random,6100,4,0
random,6100,5,0
random,6100,6,0
random,6100,7,0
random,6200,1,0
random,6200,2,0
random,6200,3,0
random,6200,4,0
random,6200,5,0
random,6200,6,0
random,6200,7,0
random,6300,1,0
random,6300,2,0
random,6300,3,0
random,6300,4,0
random,6300,5,0
random,6300,6,0
random,6300,7,0
random,6400,1,0
random,6400,2,0
random,6400,3,0
random,6400,4,0
random,6400,5,0
random,6400,6,0
random,6400,7,0
random,6500,1,0
random,6500,2,0
random,6500,3,0
random,6500,4,0
random,6500,5,0
random,6500,6,0
random,6500,7,0
random,6600,1,0
random,6600,2,0
random,6600,3,0
random,6600,4,0
random,6600,5,0
random,6600,6,0
random,6600,7,0
random,6700,1,0
random,6700,2,0
random,6700,3,0
random,6700,4,0
random,6700,5,0
random,6700,6,0
random,6700,7,0
random,6800,1,0
random,6800,2,0
random,6800,3,0
random,6800,4,0
random,6800,5,0
random,6800,6,0
random,6800,7,0
random,6900,1,0
random,6900,2,0
random,6900,3,0
random,6900,4,0
random,6900,5,0
random,6900,6,0
random,6900,7,0
random,7000,1,0
random,7000,2,0
random,7000,3,0
random,7000,4,0
random,7000,5,0
random,7000,6,0
random,7000,7,0
random,7100,1,0
random,7100,2,0
random,7100,3,0
random,7100,4,0
random,7100,5,0
random,7100,6,0
random,7100,7,0
random,7200,1,0
random,7200,2,0
random,7200,3,0
random,7200,4,0
random,7200,5,0
random,7200,6,0
random,7200,7,0
random,7300,1,0
random,7300,2,0
random,7300,3,0
random,7300,4,0
random,7300,5,0
random,7300,6,0
random,7300,7,0
random,7400,1,0
random,7400,2,0
random,7400,3,0
random,7400,4,0
random,7400,5,0
random,7400,6,0
random,7400,7,0
random,7500,1,0
random,7500,2,0
random,7500,3,0
random,7500,4,0
random,7500,5,0
random,7500,6,0
random,7500,7,0
random,7600,1,0
random,7600,2,0
random,7600,3,0
random,7600,4,0
random,7600,5,0
random,7600,6,0
random,7600,7,0
random,7700,1,0
random,7700,2,0
random,7700,3,0
random,7700,4,0
random,7700,5,0
random,7700,6,0
random,7700,7,0
random,7800,1,0
random,7800,2,0
random,7800,3,0
random,7800,4,0
random,7800,5,0
random,7800,6,0
random,7800,7,0
random,7900,1,0
random,7900,2,0
random,7900,3,0
random,7900,4,0
random,7900,5,0
random,7900,6,0
random,7900,7,0
random,8000,1,0
random,8000,2,0
random,8000,3,0
random,8000,4,0
random,8000,5,0
random,8000,6,0
random,8000,7,0
random,8100,1,0
random,8100,2,0
random,8100,3,0
random,8100,4,0
random,8100,5,0
random,8100,6,0
random,8100,7,0
random,8200,1,0
random,8200,2,0
random,8200,3,0
random,8200,4,0
random,8200,5,0
random,8200,6,0
random,8200,7,0
random,8300,1,0
random,8300,2,0
random,8300,3,0
random,8300,4,0
random,8300,5,0
random,8300,6,0
random,8300,7,0
random,8400,1,0
random,8400,2,0
random,8400,3,0
random,8400,4,0
random,8400,5,0
random,8400,6,0
random,8400,7,0
random,8500,1,0
random,8500,2,0
random,8500,3,0
random,8500,4,0
random,8500,5,0
random,8500,6,0
random,8500,7,0
random,8600,1,0
random,8600,2,0
random,8600,3,0
random,8600,4,0
random,8600,5,0
random,8600,6,0
random,8600,7,0
random,8700,1,0
random,8700,2,0
random,8700,3,0
random,8700,4,0
random,8700,5,0
random,8700,6,0
random,8700,7,0
random,8800,1,0
random,8800,2,0
random,8800,3,0
random,8800,4,0
random,8800,5,0
random,8800,6,0
random,8800,7,0
random,8900,1,0
random,8900,2,0
random,8900,3,0
random,8900,4,0
random,8900,5,0
random,8900,6,0
random,8900,7,0
random,9000,1,0
random,9000,2,0
random,9000,3,0
random,9000,4,0
random,9000,5,0
random,9000,6,0
random,9000,7,0
random,9100,1,0
random,9100,2,0
random,9100,3,0
random,9100,4,0
random,9100,5,0
random,9100,6,0
random,9100,7,0
random,9200,1,0
random,9200,2,0
random,9200,3,0
random,9200,4,0
random,9200,5,0
random,9200,6,0
random,9200,7,0
random,9300,1,0
random,9300,2,0
random,9300,3,0
random,9300,4,0
random,9300,5,0
random,9300,6,0
random,9300,7,0
random,9400,1,0
random,9400,2,0
random,9400,3,0
random,9400,4,0
random,9400,5,0
random,9400,6,0
random,9400,7,0
random,9500,1,0
random,9500,2,0
random,9500,3,0
random,9500,4,0
random,9500,5,0
random,9500,6,0
random,9500,7,0
random,9600,1,0
random,9600,2,0
random,9600,3,0
random,9600,4,0
random,9600,5,0
random,9600,6,0
random,9600,7,0
random,9700,1,0
random,9700,2,0
random,9700,3,0
random,9700,4,0
random,9700,5,0
random,9700,6,0
random,9700,7,0
random,9800,1,0
random,9800,2,0
random,9800,3,0
random,9800,4,0
random,9800,5,0
random,9800,6,0
random,9800,7,0
random,9900,1,0
random,9900,2,0
random,9900,3,0
random,9900,4,0
random,9900,5,0
random,9900,6,0
random,9900,7,0
random,10000,1,0
random,10000,2,0
random,10000,3,0
random,10000,4,0
random,10000,5,0
random,10000,6,0
random,10000,7,0
random,10100,1,0
random,10100,2,0
random,10100,3,0
random,10100,4,0
random,10100,5,0
random,10100,6,0
random,10100,7,0
random,10200,1,0
random,10200,2,0
random,10200,3,0
random,10200,4,0
random,10200,5,0
random,10200,6,0
random,10200,7,0
random,10300,1,0
random,10300,2,0
random,10300,3,0
random,10300,4,0
random,10300,5,0
random,10300,6,0
random,10300,7,0
random,10400,1,0
random,10400,2,0
random,10400,3,0
random,10400,4,0
random,10400,5,0
random,10400,6,0
random,10400,7,0
random,10500,1,0
random,10500,2,0
random,10500,3,0
random,10500,4,0
random,10500,5,0
random,10500,6,0
random,10500,7,0
random,10600,1,0
random,10600,2,0
random,10600,3,0
random,10600,4,0
random,10600,5,0
random,10600,6,0
random,10600,7,0
random,10700,1,0
random,10700,2,0
random,10700,3,0
random,10700,4,0
random,10700,5,0
random,10700,6,0
random,10700,7,0
random,10800,1,0
random,10800,2,0
random,10800,3,0
random,10800,4,0
random,10800,5,0
random,10800,6,0
random,10800,7,0
random,10900,1,0
random,10900,2,0
random,10900,3,0
random,10900,4,0
random,10900,5,0
random,10900,6,0
random,10900,7,0
random,11000,1,0
random,11000,2,0
random,11000,3,0
random,11000,4,0
random,11000,5,0
random,11000,6,0
random,11000,7,0
random,11100,1,0
random,11100,2,0
random,11100,3,0
random,11100,4,0
random,11100,5,0
random,11100,6,0
random,11100,7,0
random,11200,1,0
random,11200,2,0
random,11200,3,0
random,11200,4,0
random,11200,5,0
random,11200,6,0
random,11200,7,0
random,11300,1,0
random,11300,2,0
random,11300,3,0
random,11300,4,0
random,11300,5,0
random,11300,6,0
random,11300,7,0
random,11400,1,0
random,11400,2,0
random,11400,3,0
random,11400,4,0
random,11400,5,0
random,11400,6,0
random,11400,7,0
random,11500,1,0
random,11500,2,0
random,11500,3,0
random,11500,4,0
random,11500,5,0
random,11500,6,0
random,11500,7,0
random,11600,1,0
random,11600,2,0
random,11600,3,0
random,11600,4,0
random,11600,5,0
random,11600,6,0
random,11600,7,0
random,11700,1,0
random,11700,2,0
random,11700,3,0
random,11700,4,0
random,11700,5,0
random,11700,6,0
random,11700,7,0
random,11800,1,0
random,11800,2,0
random,11800,3,0
random,11800,4,0
random,11800,5,0
random,11800,6,0
random,11800,7,0
random,11900,1,0
random,11900,2,0
random,11900,3,0
random,11900,4,0
random,11900,5,0
random,11900,6,0
random,11900,7,0
random,12000,1,0
random,12000,2,0
random,12000,3,0
random,12000,4,0
random,12000,5,0
random,12000,6,0
random,12000,7,0
random,12100,1,0
random,12100,2,0
random,12100,3,0
random,12100,4,0
random,12100,5,0
random,12100,6,0
random,12100,7,0
random,12200,1,0
random,12200,2,0
random,12200,3,0
random,12200,4,0
random,12200,5,0
random,12200,6,0
random,12200,7,0
random,12300,1,0
random,12300,2,0
random,12300,3,0
random,12300,4,0
random,12300,5,0
random,12300,6,0
random,12300,7,0
random,12400,1,0
random,12400,2,0
random,12400,3,0
random,12400,4,0
random,12400,5,0
random,12400,6,0
random,12400,7,0
random,12500,1,0
random,12500,2,0
random,12500,3,0
random,12500,4,0
random,12500,5,0
random,12500,6,0
random,12500,7,0
random,12600,1,0
random,12600,2,0
random,12600,3,0
random,12600,4,0
random,12600,5,0
random,12600,6,0
random,12600,7,0
random,12700,1,0
random,12700,2,0
random,12700,3,0
random,12700,4,0
random,12700,5,0
random,12700,6,0
random,12700,7,0
random,12800,1,0
random,12800,2,0
random,12800,3,0
random,12800,4,0
random,12800,5,0
random,12800,6,0
random,12800,7,0
random,12900,1,0
random,12900,2,0
random,12900,3,0
random,12900,4,0
random,12900,5,0
random,12900,6,0
random,12900,7,0
random,13000,1,0
random,13000,2,0
random,13000,3,0
random,13000,4,0
random,13000,5,0
random,13000,6,0
random,13000,7,0
random,13100,1,0
random,13100,2,0
random,13100,3,0
random,13100,4,0
random,13100,5,0
random,13100,6,0
random,13100,7,0
random,13200,1,0
random,13200,2,0
random,13200,3,0
random,13200,4,0
random,13200,5,0
random,13200,6,0
random,13200,7,0
random,13300,1,0
random,13300,2,0
random,13300,3,0
random,13300,4,0
random,13300,5,0
random,13300,6,0
random,13300,7,0
random,13400,1,0
random,13400,2,0
random,13400,3,0
random,13400,4,0
random,13400,5,0
random,13400,6,0
random,13400,7,0
random,13500,1,0
random,13500,2,0
random,13500,3,0
random,13500,4,0
random,13500,5,0
random,13500,6,0
random,13500,7,0
random,13600,1,0
random,13600,2,0
random,13600,3,0
random,13600,4,0
random,13600,5,0
random,13600,6,0
random,13600,7,0
random,13700,1,0
random,13700,2,0
random,13700,3,0
random,13700,4,0
random,13700,5,0
random,13700,6,0
random,13700,7,0
random,13800,1,0
random,13800,2,0
random,13800,3,0
random,13800,4,0
random,13800,5,0
random,13800,6,0
random,13800,7,0
random,13900,1,0
random,13900,2,0
random,13900,3,0
random,13900,4,0
random,13900,5,0
random,13900,6,0
random,13900,7,0
random,14000,1,0
random,14000,2,0
random,14000,3,0
random,14000,4,0
random,14000,5,0
random,14000,6,0
random,14000,7,0
random,14100,1,0
random,14100,2,0
random,14100,3,0
random,14100,4,0
random,14100,5,0
random,14100,6,0
random,14100,7,0
random,14200,1,0
random,14200,2,0
random,14200,3,0
random,14200,4,0
random,14200,5,0
random,14200,6,0
random,14200,7,0
random,14300,1,0
random,14300,2,0
random,14300,3,0
random,14300,4,0
random,14300,5,0
random,14300,6,0
random,14300,7,0
random,14400,1,0
random,14400,2,0
random,14400,3,0
random,14400,4,0
random,14400,5,0
random,14400,6,0
random,14400,7,0
random,14500,1,0
random,14500,2,0
random,14500,3,0
random,14500,4,0
random,14500,5,0
random,14500,6,0
random,14500,7,0
random,14600,1,0
random,14600,2,0
random,14600,3,0
random,14600,4,0
random,14600,5,0
random,14600,6,0
random,14600,7,0
random,14700,1,0
random,14700,2,0
random,14700,3,0
random,14700,4,0
random,14700,5,0
random,14700,6,0
random,14700,7,0
random,14800,1,0
random,14800,2,0
random,14800,3,0
random,14800,4,0
random,14800,5,0
random,14800,6,0
random,14800,7,0
random,14900,1,0
random,14900,2,0
random,14900,3,0
random,14900,4,0
random,14900,5,0
random,14900,6,0
random,14900,7,0
random,15000,1,0
random,15000,2,0
random,15000,3,0
random,15000,4,0
random,15000,5,0
random,15000,6,0
random,15000,7,0
random,15100,1,0
random,15100,2,0
random,15100,3,0
random,15100,4,0
random,15100,5,1
random,15100,6,1
random,15100,7,0
random,15200,1,0
random,15200,2,0
random,15200,3,0
random,15200,4,0
random,15200,5,0
random,15200,6,0
random,15200,7,0
random,15300,1,0
random,15300,2,0
random,15300,3,0
random,15300,4,0
random,15300,5,0
random,15300,6,0
random,15300,7,0
random,15400,1,0
random,15400,2,0
random,15400,3,0
random,15400,4,0
random,15400,5,0
random,15400,6,0
random,15400,7,0
random,15500,1,0
random,15500,2,0
random,15500,3,0
random,15500,4,0
random,15500,5,0
random,15500,6,0
random,15500,7,1
random,15600,1,0
random,15600,2,0
random,15600,3,0
random,15600,4,0
random,15600,5,0
random,15600,6,0
random,15600,7,0
random,15700,1,0
random,15700,2,0
random,15700,3,0
random,15700,4,0
random,15700,5,0
random,15700,6,0
random,15700,7,0
random,15800,1,0
random,15800,2,0
random,15800,3,0
random,15800,4,0
random,15800,5,0
random,15800,6,0
random,15800,7,0
random,15900,1,0
random,15900,2,0
random,15900,3,0
random,15900,4,0
random,15900,5,0
random,15900,6,0
random,15900,7,0
random,16000,1,0
random,16000,2,0
random,16000,3,0
random,16000,4,0
random,16000,5,0
random,16000,6,0
random,16000,7,0
random,16100,1,0
random,16100,2,0
random,16100,3,0
random,16100,4,0
random,16100,5,0
random,16100,6,0
random,16100,7,0
random,16200,1,0
random,16200,2,0
random,16200,3,0
random,16200,4,0
random,16200,5,0
random,16200,6,0
random,16200,7,0
random,16300,1,0
random,16300,2,0
random,16300,3,0
random,16300,4,0
random,16300,5,0
random,16300,6,0
random,16300,7,0
random,16400,1,0
random,16400,2,0
random,16400,3,0
random,16400,4,0
random,16400,5,0
random,16400,6,0
random,16400,7,0
random,16500,1,0
random,16500,2,0
random,16500,3,0
random,16500,4,0
random,16500,5,0
random,16500,6,0
random,16500,7,0
random,16600,1,0
random,16600,2,0
random,16600,3,0
random,16600,4,0
random,16600,5,0
random,16600,6,0
random,16600,7,0
random,16700,1,0
random,16700,2,0
random,16700,3,0
random,16700,4,0
random,16700,5,0
random,16700,6,0
random,16700,7,0
random,16800,1,0
random,16800,2,0
random,16800,3,0
random,16800,4,0
random,16800,5,0
random,16800,6,0
random,16800,7,0
random,16900,1,0
random,16900,2,0
random,16900,3,0
random,16900,4,0
random,16900,5,0
random,16900,6,1
random,16900,7,1
random,17000,1,0
random,17000,2,0
random,17000,3,0
random,17000,4,0
random,17000,5,0
random,17000,6,0
random,17000,7,0
random,17100,1,0
random,17100,2,0
random,17100,3,0
random,17100,4,0
random,17100,5,0
random,17100,6,0
random,17100,7,0
random,17200,1,0
random,17200,2,0
random,17200,3,0
random,17200,4,0
random,17200,5,0
random,17200,6,0
random,17200,7,0
random,17300,1,0
random,17300,2,1
random,17300,3,0
random,17300,4,0
random,17300,5,0
random,17300,6,0
random,17300,7,0
random,17400,1,0
random,17400,2,0
random,17400,3,0
random,17400,4,0
random,17400,5,0
random,17400,6,0
random,17400,7,1
random,17500,1,0
random,17500,2,0
random,17500,3,0
random,17500,4,0
random,17500,5,0
random,17500,6,0
random,17500,7,0
random,17600,1,0
random,17600,2,1
random,17600,3,0
random,17600,4,1
random,17600,5,0
random,17600,6,0
random,17600,7,0
random,17700,1,1
random,17700,2,1
random,17700,3,1
random,17700,4,0
random,17700,5,0
random,17700,6,1
random,17700,7,0
random,17800,1,0
random,17800,2,0
random,17800,3,0
random,17800,4,0
random,17800,5,0
random,17800,6,0
random,17800,7,0
random,17900,1,0
random,17900,2,0
random,17900,3,0
random,17900,4,1
random,17900,5,1
random,17900,6,1
random,17900,7,1
random,18000,1,1
random,18000,2,1
random,18000,3,0
random,18000,4,0
random,18000,5,0
random,18000,6,1
random,18000,7,1
random,18100,1,1
random,18100,2,0
random,18100,3,1
random,18100,4,0
random,18100,5,1
random,18100,6,0
random,18100,7,1
random,18200,1,1
random,18200,2,1
random,18200,3,1
random,18200,4,1
random,18200,5,0
random,18200,6,1
random,18200,7,1
random,18300,1,1
random,18300,2,1
random,18300,3,1
random,18300,4,1
random,18300,5,1
random,18300,6,1
random,18300,7,1
random,18400,1,1
random,18400,2,1
random,18400,3,1
random,18400,4,1
random,18400,5,1
random,18400,6,1
random,18400,7,1
random,18500,1,1
random,18500,2,1
random,18500,3,1
random,18500,4,1
random,18500,5,1
random,18500,6,1
random,18500,7,1
random,18600,1,1
random,18600,2,1
random,18600,3,1
random,18600,4,1
random,18600,5,1
random,18600,6,1
random,18600,7,1
random,18700,1,1
random,18700,2,1
random,18700,3,1
random,18700,4,1
random,18700,5,1
random,18700,6,1
random,18700,7,1
random,18800,1,1
random,18800,2,1
random,18800,3,1
random,18800,4,1
random,18800,5,1
random,18800,6,1
random,18800,7,1
random,18900,1,1
random,18900,2,1
random,18900,3,1
random,18900,4,1
random,18900,5,1
random,18900,6,1
random,18900,7,1
random,19000,1,1
random,19000,2,1
random,19000,3,1
random,19000,4,1
random,19000,5,1
random,19000,6,1
random,19000,7,1
random,19100,1,1
random,19100,2,1
random,19100,3,1
random,19100,4,1
random,19100,5,1
random,19100,6,1
random,19100,7,1
random,19200,1,1
random,19200,2,1
random,19200,3,1
random,19200,4,1
random,19200,5,1
random,19200,6,1
random,19200,7,1
random,19300,1,1
random,19300,2,1
random,19300,3,1
random,19300,4,1
random,19300,5,1
random,19300,6,1
random,19300,7,1
random,19400,1,1
random,19400,2,1
random,19400,3,1
random,19400,4,1
random,19400,5,1
random,19400,6,1
random,19400,7,1
random,19500,1,1
random,19500,2,1
random,19500,3,1
random,19500,4,1
random,19500,5,1
random,19500,6,1
random,19500,7,1
random,19600,1,1
random,19600,2,1
random,19600,3,1
random,19600,4,1
random,19600,5,1
random,19600,6,1
random,19600,7,1
random,19700,1,1
random,19700,2,1
random,19700,3,1
random,19700,4,1
random,19700,5,1
random,19700,6,1
random,19700,7,1
random,19800,1,1
random,19800,2,1
random,19800,3,1
random,19800,4,1
random,19800,5,1
random,19800,6,1
random,19800,7,1
random,19900,1,1
random,19900,2,1
random,19900,3,1
random,19900,4,1
random,19900,5,1
random,19900,6,1
random,19900,7,1
random,20000,1,1
random,20000,2,1
random,20000,3,1
random,20000,4,1
random,20000,5,1
random,20000,6,1
random,20000,7,1
random,20100,1,1
random,20100,2,1
random,20100,3,1
random,20100,4,1
random,20100,5,1
random,20100,6,1
random,20100,7,1
random,20200,1,1
random,20200,2,1
random,20200,3,1
random,20200,4,1
random,20200,5,1
random,20200,6,1
random,20200,7,1
random,20300,1,1
random,20300,2,1
random,20300,3,1
random,20300,4,1
random,20300,5,1
random,20300,6,1
random,20300,7,1
random,20400,1,1
random,20400,2,1
random,20400,3,1
random,20400,4,1
random,20400,5,1
random,20400,6,1
random,20400,7,1
random,20500,1,1
random,20500,2,1
random,20500,3,1
random,20500,4,1
random,20500,5,1
random,20500,6,1
random,20500,7,1
random,20600,1,1
random,20600,2,1
random,20600,3,1
random,20600,4,1
random,20600,5,1
random,20600,6,1
random,20600,7,1
random,20700,1,1
random,20700,2,1
random,20700,3,1
random,20700,4,1
random,20700,5,1
random,20700,6,1
random,20700,7,1
random,20800,1,1
random,20800,2,1
random,20800,3,1
random,20800,4,1
random,20800,5,1
random,20800,6,1
random,20800,7,1
random,20900,1,1
random,20900,2,1
random,20900,3,1
random,20900,4,1
random,20900,5,1
random,20900,6,1
random,20900,7,1
random,21000,1,1
random,21000,2,1
random,21000,3,1
random,21000,4,1
random,21000,5,1
random,21000,6,1
random,21000,7,1
random,21100,1,1
random,21100,2,1
random,21100,3,1
random,21100,4,1
random,21100,5,1
random,21100,6,1
random,21100,7,1
random,21200,1,1
random,21200,2,1
random,21200,3,1
random,21200,4,1
random,21200,5,1
random,21200,6,1
random,21200,7,1
random,21300,1,1
random,21300,2,1
random,21300,3,1
random,21300,4,1
random,21300,5,1
random,21300,6,1
random,21300,7,1
random,21400,1,1
random,21400,2,1
random,21400,3,1
random,21400,4,1
random,21400,5,1
random,21400,6,1
random,21400,7,1
random,21500,1,1
random,21500,2,1
random,21500,3,1
random,21500,4,1
random,21500,5,1
random,21500,6,1
random,21500,7,1
random,21600,1,1
random,21600,2,1
random,21600,3,1
random,21600,4,1
random,21600,5,1
random,21600,6,1
random,21600,7,1
random,21700,1,1
random,21700,2,1
random,21700,3,1
random,21700,4,1
random,21700,5,1
random,21700,6,1
random,21700,7,1
random,21800,1,1
random,21800,2,1
random,21800,3,1
random,21800,4,1
random,21800,5,1
random,21800,6,1
random,21800,7,1
random,21900,1,1
random,21900,2,1
random,21900,3,1
random,21900,4,1
random,21900,5,1
random,21900,6,1
random,21900,7,1
random,22000,1,1
random,22000,2,1
random,22000,3,1
random,22000,4,1
random,22000,5,1
random,22000,6,1
random,22000,7,1
random,22100,1,1
random,22100,2,1
random,22100,3,1
random,22100,4,1
random,22100,5,1
random,22100,6,1
random,22100,7,1
random,22200,1,1
random,22200,2,1
random,22200,3,1
random,22200,4,1
random,22200,5,1
random,22200,6,1
random,22200,7,1
random,22300,1,1
random,22300,2,1
random,22300,3,1
random,22300,4,1
random,22300,5,1
random,22300,6,1
random,22300,7,1
random,22400,1,1
random,22400,2,1
random,22400,3,1
random,22400,4,1
random,22400,5,1
random,22400,6,1
random,22400,7,1
random,22500,1,1
random,22500,2,1
random,22500,3,1
random,22500,4,1
random,22500,5,1
random,22500,6,1
random,22500,7,1
random,22600,1,1
random,22600,2,1
random,22600,3,1
random,22600,4,1
random,22600,5,1
random,22600,6,1
random,22600,7,1
random,22700,1,1
random,22700,2,1
random,22700,3,1
random,22700,4,1
